ID,GASTO
LLO890Z9FA,1
L4FA0ZM00,1
V0400L90,
V0LO808LOV,
V089Z090,
90049409,
FA0ZLO8ZZFA,
L004LO8,
LVZMLOZ8LO,
L890Z4ZV,1
L94LZ0Z0,
LZ9LOLLFAL,
V0VFAL8Z0,
L8LV89VL,
LZFAVFA09FA,1
LZMLZLFAL,1
LV9FA0Z0LO,
V00940LO9,
L0090Z,1
L9LOZ808L,1
9004040Z,
L8FA89FA4Z,1
L800FALLOV,
L094LOVLFA,
LVLO0LOVFAL,1
L090V4LO4,1
LFAZ0LOFA90,1
L8ZLLO4,
Z00L88L4,1
LVFAZZLO9L,
800VVLZL,1
LVLLO8L0FA,1
Z04Z0009,1
LFA40L80V,
LVVLOZFALOL,1
900VLZ0LO,
LZ94VFAFA9,
LFA0044LO9,1
FA0ZM900LO,
L8L0LZFAFA,1
LO0908Z0,
LO0LO009LZ,
FA0FA0LZ,
80L9FA004,
L4VVLOZ90,
L9FALO98ZFA,
LVZ090LO4,1
LFALOZ4FA4FA,
V04FA0ZMV,
LLVFAFALOL4,1
LFALLZ0,
L00LV00L,
L80Z8ZLOZ,
LL40FAL0L,
9ZLO49VFA,1
L489ZLO40,
LV0L4LO0LO,1
LZ0V4000,
L9488FAL9,
Z0Z09LO90,
LO0LO0V4,1
FA04ZML90,
L9LOLFALFA9,
L4ZL8L89,1
L9ZFAV088,
L808FA4LO0,
ZZ0Z4VLO8,
Z09FAVFA04,
LV88V844,1
V0VLLO9FAL,1
LO0ZV4LO00,
L8FA8LOZV4,
LLOVFA80FA0,
L0LOLL9FALO,1
L888ZLOVLO,
L8FAV,
L8L0V9VFA,1
V008Z09V,1
L0L89V8L,
LL00LLZ4,
LV08LZ0Z,
V0Z8ZFAL,1
L90FA0ZLOL,
FA080FA044,
ZVZ8V890,1
LV8VZ0Z9,
LLO8040Z4,
LZ0VFAV0L,
LVVFA404LO,1
LZLOLFA00L,1
LVFAVFALO,
900Z89FAFA,
V00880FAL,
80LLOVV84,
LFALO48FAZ8,
L9L009FA0,
LL098094,
L4Z00VL8,1
L9LZ4LOZ4,
8040984,1
8009FAZFA9,
L94ZZLOL0,
L8VVFA98L,
900890VL,
V00FAZ9VLO,1
LLO9Z0Z0Z,
L040FA8LO0,1
LLO0V0LO94,
LL8LOFAZVLO,
L8409FA4FA,
LLO40ZVLO8,1
L40Z408FA,
L90L09LOZ,
LVFAFALO848,
LFAZMFAL,
LV800000,1
LLZLO0L0V,1
LZ404FALO9,1
L00VLO0,
L9LO08FAZ9,
LVFA09V94,
L480Z8LL,1
9FA89VLL,
L894VV08,1
L0FAV9FA09,1
FA04VVFA0V,
V0L4V04V,
LLOV0Z0VL,
L9LOZ89V0,1
L8094000,
90044FA9Z,
FA0V44L,
Z00VZ84FA,
L9ZVL0,
LVZL0FA,1
LLO440ZZM,1
9FA40VV9,
L9L08FALOFA,1
FA0VLOFA0LZ,
LLO9Z9004,
Z0FA0FA0Z8,
L880VLO4Z,
L9ZV0Z94,1
LLOFAL0LO04,1
V0L8FAV00,
L8L44Z84,
LL09Z94L,
L9FAFAV089,
L848LLO80,
LFA809L4LO,
LVLO4VFAL8,
LVFAL004Z,
VLO0FA9FAL,1
L48LOVLFAFA,1
L880LFA40,1
L98FA84,1
ZZLO04VFA8,
LZMLOFA9LO9,1
LLOVZ940LO,1
LL09LLO0FA,
LFALO0FA0LLO,
LV9094FALO,
L0LO4LO0,
900FA00LL,
98ZM4FA0,
LV0LO0VV9,
FA04VV9V0,
L8000FAV0,
LVVLLL4FA,
FA0V000FALO,
LLO8LO0FAFAFA,1
L8LLOZFA0L,
FA0LOL0VLO4,
L0FA0LO490,
LZLOVL440,1
L9LO0L48L,
LV804VZ0,1
L048FA88Z,
LO04L48VLO,
Z0VLOV9Z0,1
L84ZMZ0V,
LFA00VL0Z,
L9Z0LO9LOV,
FA0FA44Z04,
900FALOZ00,
900V4LOFA4,
L40ZLOV0FA,
LLO9LO0FAFAFA,1
L0Z0FA04V,
LFAZMLO894,
L9L04VLO4,
LO4V4LFA4,
LZLO8VZMFA,
L9Z09Z00,
LLOV0Z9LO9,1
L80FA08LO0,
LZ00LZFA4,
LZ0FA08FA0,1
LFA4V89Z4,
900V4LZ0,
LL4V4ZFAZ,
80040V90,
L048LO98LO,1
L80FALO000,1
FA0ZMLO9L8,
L8000LO00,
FA04LLO4V0,
L8ZLV0LO8,1
L4L0VL49,1
LVZFALO9LO9,1
FA04LOZ0ZL,
FA0VL9448,
FA0LO0Z4VLO,
ZZLLOZ90L,1
LFAFALO0L8Z,1
ZZVLOFALO9LO,
LLO00VFA00,
LV900FAZ0,
LO0ZFAV9L4,1
L494FA40FA,1
V00VFA94FA,
980LOL49,
L8VZL0L9,1
L8000LOZV,
LVLOZ8Z4V,1
FA0ZFA9884,
900LOFA0LL,
L88VLL48,1
LLO0FAVFALO4,
LFAFA9L8,
LVL4Z0VL,
L0080V44,1
LFAFAZVZ80,
900FA0000,
8LOVLO00V,
VFA80ZVLO,
L409FALLO4,
LLO4V4FAL8,
L4900LV0,1
LL480LOV0,
FA048L4,
L8ZLOFAFA4LO,1
LFA908LOV0,
90LZZM0LO,
LV04ZLZFA,
L9FAFAFA9Z0,
LVZM4980,
LLO00FAFAFALO,
LZZ9FA04V,
Z09LV8LFA,
L9ZL98L4,
LLO0984Z0,1
LLLZ8ZLZ,
V09FA4FA4FA,
8Z4ZZM8,1
LV94LL90,
LZ9LOFA4,1
L8V90Z9L,
LV08Z808,
L4988Z,
940LZ84,
LV0V0088,
LV0LOVZFAFA,
L840ZFA4FA,1
L890L880,
LZLOFA0880,1
L400LO9V0,
L8804FA0FA,
900VLO8FAL,
LLOVV0494,1
L4V0Z80Z,1
880FA0L9,
L44ZZ0LO9,
LL8LZM4Z,
LV48L890,
L8L409Z9,
LL4ZZ0Z8,
LVV9ZL0LO,
LZ8890ZV,1
900890LOFA,
FA048FA088,
L4LLV9VZ,1
LV009LOFAFA,1
9LO09L4L,
LLO4FA4Z94,
L44L8ZZZ,
ZVLOZ90L0,
LZML4009,1
9000FAZ9FA,
LZ404V0L,1
LL0FA08,1
L4Z4FA900,
L80LFAZFAFA,
LFA00VLOZ4,
LLZZM0,1
L4Z098V0,
LV4Z0FAV0,
8LFA9L4Z,
ZVZLZVZ0,1
LLOFAFAFAFALO8,1
L400LO00LO,
LL4L9VFA0,
LLFA80L4Z,
L8FA94L09,
LO0Z9FAFALOFA,
L8L4FA4LOV,1
FA0Z4049L,
LFALFALO90V,
LZ9LV400,
L4V00ZLV,1
LO04FALOLZL,
V04098ZLO,
LO00VLVFAFA,1
LFAFA49FA94,
LZ9FAFA0LO9,
LV4FAFAZ04,1
L4LO84988,
LV8400Z4,
L898LOFA9FA,
L808LO444,
LV0VVLLO8,1
LVFA90VZFA,
ZV948L,
LL088809,
LO0LO49084,
Z04LOL48Z,
LLO4Z0L04,
L4FA084FA4,1
LVZ49V00,
LLO00ZFA89,
LO0Z4Z800,
LLOV09L,
L80Z9VLO4,
V0V00L8LO,
L4LL0FAFA9,1
ZZL49L0LO,
90LLLOFAFALO,
LZLLO0ZM4,1
LV4000,1
LFA0ZLL04,
LVZFAV4LL,
LVL0FA04L,
90080880,
LZ880LLO4,
FA040V8V8,
LLO80LFA0L,1
L4L04098,
LVZFA0LOZ0,1
L949V488,
LVFA8VV,1
L8L0L80LO,
L889L0FA0,
90L4LO4,
9000ZFAV9,
LZ9LO0L98,
LFAFALO0L8Z,1
LLOFAFAZ0V0,
V0ZM84L0,1
L9LO00L8FA,1
LL9Z9VFA0,1
LL04V8,
L0ZLZZ94,
LLFA00000,1
LO0ZLZLO80,1
L9LLO8VZ0,1
LVLOZV900,
FA0LV0094,
LV09049Z,
LLO0LO0LO49,1
LLO409880,1
LLOZVZFA89,1
LLOVLO80FA9,1
L049Z084,
L4V0LLOVV,1
L800V80LO,1
FA0909LOV4,
LV08LOLV4,
LLO0L0FAZ0,
900ZVLOVLO,
LLO88ZVL9,
LLOV9FAFAFA9,1
LLOVV0L44,
L8FA4LOV9L,1
900V4880,
L8ZLOFA049,
V09LOV40Z,
L9LZ0LO0LO,
L00VL880,1
LZLZLLOZ0,
ZVLOZ90L0,
LLOFA40FA40,1
LFAV04ZVZ,1
LLO0VV84L,
LVLO4089L,
LLOZZLO9VFA,
LV0VLO00LO,
LZML4009,1
94LZ000,
LZLVLOLLOZ,
LV8L49Z0,
L9V8L049,
V9ZZZZV,
L8880L,
LVL0V4FALO,
L8FA88LOFA4,1
L84L008Z,1
FA0FAL00,
LVLO4L0L9,1
LFAZZ0098,
LV909VV4,1
LLOZLOLLOZ9,
LVVFAVFA8Z,
LVLO8LLO8FA,
FA0FAV04Z4,
L8FALLO8V0,1
L900LFAZ8,
L9FA4LO0L4,
FA08Z0FAVL,
LFA8VLO8L0,
FA04VFALO80,
L80FA0VFA9,1
LL84FA40FA,
L0ZLL0Z9,1
L90L0ZL9,1
LV09FA984,1
LV8LO490LO,
LLO49440Z,1
LV9LZLZZ,
FA0ZFAFA90V,
L8L0LLOVL,1
LLO9089VL,
VL00V84,
L8ZV0FA9V,
L8LOZZ8L9,1
LV90FA40V,1
L80LZVVV,
L4V44LV8,1
L8LO400Z9,1
900Z89LOV,
LLV44Z0Z,
LFAL0944LO,
L00V0V4V,
LZFAZFAZZ8,1
LV08LOLV4,
L9L00ZVLO,
L8Z8ZZM8,1
L0Z88L9LO,1
L9L8L88LO,1
ZZFAZVZ0L,
900800V0,
LZ0LOFAZFAV,
L84LZL8L,1
L48V04V8,1
L9LO0LVL0,1
FA0ZLOZZ9V,
LLOL40FA,
LFAV0ZVLOV,1
Z00V09VFA,1
V04V0LOFA8,1
L04LOZ098,1
LZLOZ894FA,
FA098FA909,
80090LOLZ,1
L9408448,1
LZMLOL80LO,1
LV8LOZ4LLO,1
9004ZL90,
9FA4L808,1
90L09840,
FA0FA489Z0,
V88VLOZ8,1
L4LOZ88LFA,1
L89004LOZ,1
LV0Z4FAFA4,1
L84Z0LLFA,1
FA0FA8V0FAV,
LLO9LZLOZ0,
FA0V4LOVFAV,
LZVVFA0LLO,1
LZLLO0ZM4,1
L8040044,1
FA09ZZVL8,
FA0VZLO480,
FA09LVVFA0,
988V49LO,1
LO00004LV,
V8Z0FAZ0,1
L8FALVZ84,1
LFALOVL9Z0,1
LLO00FAL89,1
900ZLO0FAL,
LZ0VFAV04,1
LO0Z9FAFALZ,1
9008V000,
LLOZ4ZMLO9,1
FA04Z9LFAL,
FA04ZZ9FA4,
L40VV0FA0,1
V848VLL,1
FA0ZLOFAFA94,
LFA084FA4LO,1
LV00VZLOFA,
LLO844V4V,1
LVV890LL,1
LVVVFAVZLO,1
90098LO0Z,
L900L0ZZ,1
L08Z8LVV,1
Z0VLVL88,1
L8940LOLL,1
LZLO80VFA0,1
FA040LOLFA4,
FA04000VLO,
LV0FA444L,1
LZLLFAVZL,1
FA0Z0VLO90,
LLOVZV80L,1
FA08000LO9,
L0LOVL9LL,1
84009LO9,1
FA000FA0LOV,
FA0449V89,
FA0Z4VFA,
FA09ZZ09LO,
FA0Z0LOLLOZ,
FA0VZVFAFAFA,
900LOFA8LFA,
FA088L489,
FA0VZFA0Z0,
FA0LOVVFA40,
L4FAFALOFA8LO,1
FA0Z9ZFAZLO,
L00FA9L0Z,1
8ZMV4,
FA04FALO0VLO,
L8090LO09,1
LV90VV0V,1
FA000844LO,
LO0VFA90FA0,1
9000V9ZM,
L8LZ48FAFA,1
LZMFAVVFA0,1
LLOZV448FA,1
Z000FA888,1
V0LO9Z0FA4,1
904V90Z,1
900FAFAL0V,
LVLL0ZFA9,1
V000L049,
90L0448FA,
L449ZFA44,1
FA0VLO4LOL0,
L4ZFAL0V8,1
FA0LO08FAZ4,
LVLVLFA9FA,1
V009FAFAZ4,1
900988V4,
LLLOFAZFA08,1
FA04FA0VLO0,
LFA40LOFAFALO,1
FA0Z0004FA,
LV409V,1
9009LO9,
FA0040LOVL,
FA08LZZ4FA,
LV89FA8FA0,1
80FA0FAFA40,1
LO0LOZZ89Z,1
L88004FA8,1
FA0VZ0VV9,
FA00Z40LL,
FA04LO9ZMFA,
900FA8LOL8,
FA0LOZ90Z8,
LZLO80VLO0,
84VLOVV9,
LLOLFA8FAVL,1
L8LO90LO40,1
LV9V9L9V,1
FA09FAFALO08,
90VLOL8FA,1
LL40Z800,1
L8LO09FA,1
V0LOFA00FA9,1
FA0FA904,
LLO0LO0Z89,1
Z00V9ZFALO,1
FA00LFA9ZV,
LLO04FA9FALO,1
L9VLO94ZLO,1
ZZZV00ZL,1
LV9LZLFAL,1
90LL40V8,
LV0LFALO8V,1
V00Z4FAL8,1
ZZ09FAFAFALO,
LLOLZZ0FA4,1
LO04FA098L,
90L04ZZ0,
900FA9ZZFA,
FA0484L0FA,
LV904009,1
FA09VFA9V4,
L9LL84L4,1
LVL000Z0,1
L8LO8V4FA0,1
VFAVLO0LOFA,1
FA0V0088L,
LZ0FALLOZZ,1
LZVV8ZVZ,1
FA048LO49V,
LZ9FAVLFAZ,1
L049VL0FA,
LV449008,1
L90FA0LO0V,
900480FA4,
FA0LOLV8Z0,
LZ9V90LO0,
FA0L9FA804,
FA0004LFAL,
ZZ4LO8004,1
900980Z4,
L44488V8,1
90LZ80FA4,
V00LL9Z8,1
LVLO98LO,
LFA0049VLO,1
FA0408LZV,
LVLZFA8LO9,1
FA04LOL40Z,
L0FA9L40LO,1
LZZL0490,1
LV4Z04LFA,1
Z0FAZ9VL4,
LVVLO8V80,1
LO0L00LZ0,1
FA0LO8000Z,
9V4LFAFA0,1
LLOZLV8LO9,1
LLLLO40VZ,1
FA008FA08LO,
FA0V0908LO,
LLO4LFALO4FA,1
LLO8948V9,1
FA0Z0VL40,
FA0Z9Z04FA,
FA048984L,
FA0VFA4LZLO,
L8LO0VLV4,1
LZLO08409,1
L4LLLZ80,1
L49FA4LO48,1
LZV9LOFA8LO,1
L9FA00040,
LLOZV4000,
L48ZZFALOZ,1
LZFA9LZL0,1
L09LO0FALV,1
FA0LOZ0FALL,
FA0488Z8Z,
LLOZ88900,
L4FAVV008,
FA0ZZ9L48,
LVZ0V0ZLO,1
FA040ZVZL,
L4FALVZ00,1
L40000Z4,1
90LV9LOL8,
9FAFA408L,1
FA0LOV0409,
L4L0VL49,1
900V0004,
L00LO8940,1
LV8VVFAFAZ,
LZ00409FA,
LLL8048Z,1
FA0V04V00,
LLOFALOFA9FALO,1
L490VFA00,1
LFALOLZZ0LO,1
FA0908V09,
LVFA9FA0LOL,1
LFA0LLO00FA,1
900FAFA0FAV,
L44LZ08V,1
L88LOLFA89,1
LZLZL0FAFA,1
FA04Z8L80,
FA0FALO9490,
FA0VVFALO8Z,
L84LO88LO8,1
900LO0FA4LO,
LLO4ZVLV8,
FA0409040,
L90FA408L,1
LZV49VVLO,1
80LFA9Z98,
FA04LLO4V0,
900FAZVV8,
L988LOL0LO,1
FA0LVFAVLOFA,
90L48LOZ0,
LZFA8VZ9Z,1
FA00LVLOFAL,
FA0VFAZ809,
LZ409V0FA,1
90LO0FALOZ,1
LL9808LO4,1
LVLOZLOZVL,
L8LVLO944,1
L4V4VZ98,1
L9Z49890,1
L4LOZ9VLO0,1
FA0ZL00,
LVFAFAFALV8,1
FA00VL489,
ZZLO09VV8,1
LLOV8ZZ00,1
FA048ZM80,
FA0LOZFAV9Z,
L4L0FAVZ0,1
FA048090V,
9009FA04L,
900L4ZLO9,
LLO9FA0LO9V,1
FA0LOFA09,
L894VV08,1
L404FA040,1
LLOLZVFAFAFA,1
9000V04FA,
ZZ0FA4Z0V,1
LVLVFAL80,1
L8L0LZL0,1
V00LOFAZ0LO,1
LVFA0FAZ0L,1
LZLVFAVVL,1
Z0888L00,1
L9Z0LOLZL,1
900FAFA90L,
V0LZ9LFA9,1
LZ0FA4V49,1
LVVZ44LLO,1
FA08LLOL09,
LZ9LO9LOFA4,1
900808,
800L8FA8,1
LVLFAZ40L,1
LZZV989L,1
900FALL09,
L48ZL90V,1
Z0ZMLO0L0,1
LFAFA90080,1
L8080080,1
LLOL0VZ4Z,1
LLO0Z900V,1
L000ZFA08,1
LLO04LZ,1
FA0490884,
LVZLZLO40,1
L4Z49L90,1
800V4LL0,1
L8L09Z00,
L840ZV90,1
LLOL0FA4LL,1
FA0ZLO0LOL4,
FA09LZVZZ,
LZ9LLLFA0,
LFAL0880LO,1
LFA4084V9,1
LZVLOZVV8,1
L8V0088Z,
FA0FAV4L8V,
L408FAFA9Z,1
900V0Z44,
L94L9L88,1
FA09FA0840,
LVZ0FALO0L,1
FA0LO84VFAV,
8ZFAZ8,1
L0LV000Z,
FA04VLLO0FA,
LOFA0FAV9,1
L90ZLLFALO,1
900L0ZFALO,
LO0V949LFA,1
L80ZLO0FAFA,
800LLOZL8,1
L40FAV9Z9,1
FA00LLL0FA,
90L80L00,
V00Z9L0Z,1
LVFA9LOV44,1
L00V90LV,1
LZLOLLO4FA0,1
L4L0FAFA0L,1
L9ZZLV4L,
LO88VV,1
LLO4VV0L4,1
L0044FAZ9,
80L48400,1
LLO84FA00Z,1
LV0ZMVLOV,1
V889LOFAFA,1
L084LO809,1
V940VLO4,1
LZ804LOFAFA,1
LFA844FA00,1
FA0ZZ84FAL,
FA0ZFA9884,
800480VLO,1
FA0LO0LFA0FA,
FA00FAZLO90,
FA0VV0LOZL,
LL409ZM4,1
FA00ZFA80LO,
FA0ZZ90ZFA,
LLOV048FA9,1
900LLVLO9,
FA0Z49Z0L,
8004Z9LZ,1
L9LO00LOZ,1
LZ0LO84ZFA,1
FA0ZL48LFA,
LZZLO0ZM4,1
LV9V00LLO,1
LFA0LL4LOZ,1
L0VV0FALO9,
L404008LO,1
FA0LL8FA84,
9LOZ0490,1
FA08FALZ9LO,
L0Z9LLO8LO,1
LO0L800FA0,1
90L80989,
4L4L4,
LZZLFALFA0,1
800ZV00,1
L8Z0900L,1
LV4ZV0Z0,1
L4LO4FA8FAZ,1
LLO49V44LO,1
LFA900904,1
FA00FA0LZ0,
LVV0V08Z,1
LLOZZL90FA,1
900ZZMLLO,
900V09VL,
FA0ZFA8VVV,
V0LLO89LO0,1
LZ4Z0ZZLO,1
LL80ZMV9,
L88VLOZ0L,
9008LOVZZ,
Z000VFALOFA,1
FA088LO8FA9,
FA04LO94L9,
9000FAVFAZ,
L8FA8FA4VL,1
LLO00LV9L,1
LZFAZFAZZ8,1
FA0V00090,
LVFA900Z9,1
FA0ZZFA0ZFA,
L80LOV4L0,1
L440LVFA0,1
L88909LO0,1
FA084L4Z9,
L494FA40FA,1
ZZFALO000V,
LLOV48848,1
LO040ZZV0,1
LVFA4Z4FA8,
90LFALOZV0,
8FA909LO0,1
8404FA4L,1
Z0804049,
L000ZFA08,1
L00LO8FA,1
L00LO0VFA9,1
LZZ804LOL,1
LVFA000FAFA,1
LO0LOLLOZZ0,
L4FA900LO8,1
LV9V0LZ4,
L9FAZ8V0LO,
LFA940Z0V,1
900LO0080,
L9000Z0V,
LO08080VL,1
LLO9FA9LO80,1
LL44000LO,1
LZMLOZ00L,1
L4L0Z49V,1
L8FAFA4000,1
900V4LOVL,
90LZ04V0,
V08400FAV,1
L80LO0LLV,1
LLLO984LOV,1
LLOL000LO4,1
V0LV0LOFA9,1
LL80L00LO,1
LVZ4LOZZL,1
FA048ZZ0Z,
L4FA04FA4V,1
L4088FA9LO,1
FA0FAL0000,
L80LOV009,1
FAZ08LOFAL,
L08FALO8ZLO,1
FA0Z40Z8V,
Z0ZFAV0Z8,1
L9ZZZZZ4,1
84VLOV8Z,
Z009L8LOZ,1
L8FALOVLO09,1
L8LO8LVVL,1
LFALVV0FAFA,
900V89VFA,
LZFAV48LO9,1
V0V4Z0FAV,1
LLO8Z0L0LO,1
L00FA9LOFAL,1
LZ0489ZM,1
LZVFA0LO0FA,
LL0VLL,1
LV084FAZ9,
LLOZL4VZV,1
LZVV0LO94,1
L80VZVLO9,1
FA0VLOZL0Z,
L8FA89Z48,1
V000LV90,
L88FA00LZ,1
LFALO0089LO,
LZ9VFAFAFALO,
FA0040FA8FA,
LFA0404Z0,1
L9FAL0L04,1
LV00L984,1
FA0004V49,
L84L0440,1
LLOFA0L0LLO,1
FA0V0FAZ8V,
8ZFA844V,1
LLO440VVFA,1
LLO04LO08LO,1
LV04LZML,1
FA0LOV00LLO,
FA0VV849V,
LVFA0LZLOV,1
900LZ948,
LV44FALO9V,1
L480Z9FA0,1
LVL8V9FALO,1
L8Z0ZFA8V,1
FA04Z4VLOFA,
LV80ZLL9,1
LVZZMZMFA,1
90LLLLOFAL,
FA080ZLL4,
LLOL80V0V,1
Z0ZMZ0FAFA,1
LZ9LOV00L,1
L8VV9L4Z,
LLO08L4FAFA,1
LVFA4LLO,1
L8FA0V8LOZ,
LZLO9LV0Z,1
ZVZMLO8LZ,1
9004ZZMZ,
FA004L908,
LL8FA0L09,1
FA08VFA9ZM,
LZV84ZLOV,1
LLOVLO0LLO0,1
Z0FAVL90Z,1
LL08LZFALO,1
FA0V8ZM00,
8V4VZZ0,1
LZL80LO00,1
LO0LLO8909,1
LZM0FAFA9FA,
8V8LL84,1
LZLOVL44FA,1
L0L490LO0,1
900LOVZVL,
L4LO0400Z,1
FA048084Z,
LL8FAVV8FA,1
LFAVZ0V8FA,1
LZ8FAV0V4,1
LFAFAVVFA49,1
FA0ZL444Z,
Z04FALO448,1
LVZFAVFAFALO,1
L9L40840,1
LLO0LO9Z04,1
L9LO40L48,
FA0Z0LL4Z,
L4FA0L094,1
FA09LO0FAFAFA,
LVFAZ44,
LZMLOV9L0,1
LV900800,1
90L48VFA8,
LL494FALLO,1
L8FA84ZLOFA,1
LL8FA00VV,1
FA0LLO0ZM9,
L90LOLV0V,1
L4008FA0V,1
L94V40LO0,1
LFA4L0FA80,
LO0ZFA0LOVV,
LLO08ZZZZ,1
LLOVFAFA08FA,1
L00LO09LV,1
FA0LO0ZVVLO,
LZVVLOV00,1
Z00448FA0,1
L9LO80LO0LO,1
LLZLO4909,1
LL9LO4LOL4,1
L9LOVZZ8FA,1
LZZ844V0,1
L80Z8LL0,1
FA0VFA8FA4Z,
LVZVLOVLV,1
L48Z0808,1
L48FA9LOL8,1
9000FAZ8FA,
9404VV8,1
LZMLO4098,1
FA0VFAZ0L0,
94LO9090,1
LFA0FALFA80,1
LVFA0Z89LO,1
LLOL04FAV0,1
LV400FAL4,1
L9ZV8V8LO,1
LZ0FAFA8ZZ,1
L40ZVLO9Z,1
LLO8FALOFA0,1
L8L09FA8V,1
9009090Z,
L4LO80ZZV,1
FA0LFA8VLO0,
L8Z8ZZM8,1
L000V0FAL,1
LV4VZ808,1
900VZ890,
L9LOLZ49FA,1
FA0LO0ZL4Z,
LZ08FAFA44,1
FA0LOL9LO9FA,
L90LO4V40,1
LL49L40L,
900LZ4FA4,
L84L98FA4,1
L48FALO80Z,1
LLFALO4ZLV,
L04009L0,1
L0LO004LO0,1
LZLLO0098,1
8008898FA,1
L9L844,
FA0FAL4FAV0,
FA04FAL0VV,
L880094L,1
LVL4V0VFA,1
LZV9L0VV,1
LLO0FA888V,1
V0Z8LO94,1
90L4FA4ZM,
LZ00LOLZFA,1
L0FAZV444,1
FA08ZM40LO,
900LZLOV4,
L0LO0FALOVL,1
L898800V,
LZ84ZVL4,1
L8FA0FA49LO,
L9FAZL0ZL,1
L4LOZFA040,1
89LO9084,
L48L4090,1
L4VLO8ZLL,1
L9ZLOL00V,1
FA0LO48FAV9,
FA080FAV8FA,
FA0808LO98,
L890ZM9V,
FA0LFA0LO0Z,
LL004ZVZ,1
FA0V8Z498,
L88LO04,
90L4800Z,
L4L9Z0ZFA,1
L9L00ZVLO,
FA00LZ4FA0,
FA0V48ZZ0,
LVZ00008,1
900ZM90V,
L0LO0FALOVL,1
L800ZL9V,1
LO08ZFA80FA,
V00Z800L,
FA0LO09ZLOL,
FA0VV0ZLO9,
LVLFAL000,1
LFAZ0ZZZFA,1
80LLO9,1
89LLO0ZLO,1
L044VLO8FA,1
80LLO4Z0L,1
LLOZ90FA9FA,
LZ9V4FA94,1
LL080FA98,1
FA0ZLOVFA00,
FA04V0FAFAFA,
L4FALOZZ44,1
LVVL008L,
9004FA4V0,
900LLO4ZM,
FA080LOFA0LO,
LZFAL0FA0LO,1
LVFAZFAFALO8,1
LL4Z40FA0,1
V00Z4Z0LO,1
L8000908,1
L84FAZ89LO,1
LFAV0LV8LO,1
L0000LZFA,1
LLZ4LO48Z,1
LL40ZLFA0,
LVFA0LOZ88,1
LZFAZVVL9,1
L8L04488,1
LLOLV0LOV4,1
LLOZ00LO0L,
LVFAZ8VZM,1
900FALOL0LO,
LVLOZ8FALOFA,1
FA09ZVLO0FA,
LFAL0V04V,
LVV44000,1
FA0LOV00VL,
L80FAV0,1
FA048VZ9Z,
FA0444LZ4,
LZ0V4FA48,1
900V0V9FA,
L890VVLZ,
L4FA09ZZV,
Z0LOVFA0FA8,1
LZ04LO4VZ,1
V0FA8LO9V0,1
9000LVFAL,
FA09FALO9LOV,
L8080V88,1
L000V9FAFA,1
FA0Z84084,
LLVVFAZ9Z,1
LVLOL0VLOFA,1
FA09LOVLZZ,
8V044ZFA,1
L880LO840,1
L400VVFA0,
L8V90ZFALO,1
80LVZ084,1
L9VFAFALO89,1
LL4Z80LO9,
900LL4FA0,
FA048008V,
LV0048Z0,1
L0LV0LFA9,1
FA0LOV8FA90,
LVZM9VFALO,1
FA0V0444FA,
ZZ80FAZ9FA,1
90000L00,
FA0L00V4LO,
FA0V4Z0VL,
L0L8090Z,1
LLO8Z8Z49,1
ZZ0VLO989,1
L000Z9FAFA,1
FA0VZZ9ZL,
L090L44LO,1
FA09LOLLOVFA,
9000L909,
FA0ZFA4004,
L4ZFA9Z04,1
FA09Z9489,
LLO8VZL4FA,1
LLFA0449Z,1
L000FA00Z,1
L8FA4Z0,1
9V4ZZM0,1
80L8Z4FALO,
FA000LOV84,
900LVLOL9,
L80LOLL0L,1
L80Z9480,1
FA0FA900ZL,
90080FA84,
LFA4Z908L,1
LV0ZL890,1
44098LOFA,1
LV90V9VL,1
LZ90L088,1
L0LZZVLLO,1
FA0LZ0LOLZ,
9FAFAZ040,1
LZ800LOL0,1
FA0FAVLOZFAL,
LLO8LOLZZZ,1
FA0VZ48FAFA,
FA04444Z0,
FA004LO8,
90L0044Z,
L40V9LVZ,1
VLOFA8VFALO,1
LVVLOL9FAZ,1
L94Z409Z,1
LLO000LO0L,1
LLZ0FALO94,1
L80ZFA9FAV,1
LZFA0ZZFAV,
LLOLFA0008,1
LZ00V4V8,1
FA049V9ZZ,
9004800Z,
L4V04V49,1
LV0L000Z,1
LV4FA80VL,
L8LO89490,1
LLOFA009Z0,1
FA0V0884V,
FA0LOZLO08V,
LV08ZLLO9,1
LLOLZFALOZV,1
90L40FAFAFA,
900VZZLFA,
L40Z9L00,1
LLO89LOZLO4,1
L0VFA9LO9L,1
900FA0884,
L4LV04VLO,1
L8FAZ00FAFA,1
LFAFA4L080,1
L9LO44890,1
LO0FA8FA0FA0,1
FA048808L,
FA0LO0LOL8V,
L80L0Z8FA,1
LLVLZFA0LO,1
L008LLVLO,1
LL800LLFA,1
LV8Z9V8L,1
FA0ZM4090,
FA0Z0V400,
L8ZVV0FALO,1
L880L80L,
LLO09L490,1
900FAFA0L0,
L88LO4LFA8,1
FA00LO9009,
FA090409L,
9000LO980,
L8FA04FA40,1
FA0ZFAV498,
FA04LO80LO4,
V800ZL4,1
L4ZFAVL48,1
LO0ZZ4V88,1
FA000Z8ZV,
LV90Z084,1
FA0VZ4LO0LO,
900V00,
LLOFAFA0V,1
L8FA09V04,1
LZLO04LO,1
LLOFA480Z9,1
LLOFA0Z00LO,1
L9FALLOFALO0,1
