PERIODO,ID,BAJA,IMPAGO,REINSTALACION,COST_X
202011,L9VZ8040,0,3,0,93.6
202012,L9VLO0008,0,1,0,69.3
202012,L90L0V89,0,2,0,74.8
202011,L800LO989,0,2,0,62.1
202102,L084V8LOV,0,2,0,69.8
202012,LVZFA4FAL0,0,3,0,45.2
202102,V00LV404,1,0,0,1.8
202011,L404ZL,1,0,0,98.3
202012,L9809LOL8,0,2,0,93.5
202102,L9LO40FALFA,0,2,0,47.8
202101,LFA0FALZZ9,3,0,0,50.7
202101,LZLO9898FA,0,3,0,26.4
202012,FA0ZL0LLO4,0,1,1,84
202101,Z0L00VZ0,0,3,3,7.3
202102,Z0V9LOFALV,0,3,0,44.3
202102,LO0FAZVV9Z,0,1,0,83.8
202011,L00L44FALO,0,2,0,61.8
202102,L9LO0880LO,0,1,0,90.4
202102,80LOZ0V,2,0,0,67.4
202012,90LFA4ZZ4,3,0,0,19.6
202011,L9FA4V9LO0,0,2,0,66
202012,Z0VL000Z,0,1,1,4.2
202101,L9LOFA9ZZ0,3,0,0,12.5
202101,Z0VFA04,3,0,0,33
202102,FA0VFALO4V0,0,2,0,6.2
202011,LL0FALOZ00,3,0,0,33
202101,8FA04LOVL,0,3,3,78.8
202102,L49LO0Z90,1,0,0,13.6
202012,LLO89FA9,0,1,0,86.2
202012,8009084,1,0,0,42.7
202011,LLOL00ZLOZ,0,1,0,22.4
202011,9V0Z0LOFA,1,0,0,4.9
202101,LVFA0V0ZM,2,0,0,84.8
202101,L9LOFA4FA4LO,0,2,2,59.5
202012,FA009ZFA8LO,0,2,0,36.3
202012,FA04L0808,0,1,0,91
202102,L9LO0LO09LO,0,1,0,81.8
202012,LZ4LO98ZL,3,0,0,32.7
202102,FA0L4VZ80,0,2,2,91.7
202102,L4V040Z4,0,2,0,81
202102,LLO8FAFALO40,0,1,0,3.1
202101,L0VFALZ,0,1,0,45.1
202011,LVVL408Z,0,1,0,56.3
202102,LZZMZM09,0,3,0,89.4
202011,LZV804,0,3,0,83.3
202011,LV498VLFA,0,3,0,52.1
202012,L94V88FA0,0,2,0,37.1
202102,L9Z8000L,0,2,0,3.5
202011,LV0FA808V,0,2,0,30.2
202011,LLO4489,0,3,0,80
202011,LLZZ09V9,0,1,1,22.8
202101,L9LO949V8,0,2,0,37.8
202011,L0804VL0,0,2,0,77.9
202012,80LZMZZM,0,1,0,83.5
202101,L940V8FAZ,0,1,0,66
202102,L09V4LO04,3,0,0,55.7
202012,FA0FA8489FA,0,1,0,12.6
202101,FA0ZFAVLV4,0,3,0,8.9
202102,ZZV8ZM0V,0,2,0,60.6
202101,LLO900044,2,0,0,66.5
202102,FA0V40LVFA,0,3,0,50.2
202011,LO08LO0LLZ,1,0,0,78.9
202011,L8Z0L4VZ,0,1,1,67.4
202101,LLO94LOVVFA,0,1,0,30.6
202101,L00ZVFALLO,0,3,0,78.4
202011,L8LO088LLO,0,3,0,15.6
202011,L00Z9ZLO0,0,3,0,96.8
202011,908FA9LLO,2,0,0,40.7
202012,FA00VLO88FA,NULL,1,0,61.5
202102,LZFA9LFAFAV,3,0,0,96.2
202011,LFA4Z9090,0,3,0,93.3
202101,L0040ZVLO,0,3,0,63.9
202101,L08VV04Z,0,3,0,71.2
202012,8Z409V0,0,1,0,70.5
202102,L80FALO09L,0,3,0,40.5
202102,L9V88489,0,2,0,2.1
202011,LVVFA8LLO9,0,2,0,94.2
202012,LFA0L89Z4,0,1,0,26.6
202011,L9444LOVZ,0,2,0,39.1
202101,LV90LOL0Z,0,2,2,7.6
202011,LVL0V0VFA,0,3,0,52.2
202101,FA0L4FA00V,0,2,0,73.4
202011,LVZ00L8LO,0,3,0,53.2
202011,98V404Z,3,0,0,3.5
202101,900VL0ZL,0,3,666666,76.5
202011,LZ8FAFALLO0,0,3,0,41.9
202011,L089FAZ4Z,0,1,1,24.9
202012,L9LO9FA0,0,3,0,2.9
202102,9Z08VL4,1,0,0,99.8
202101,9000V804,3,0,0,33.6
202012,LFA9Z8898,0,3,0,73.8
202012,FA0L88L0L,0,3,0,96.1
202101,LV0L0LO00,0,3,0,72
202011,LO0LO00Z,1,0,0,81.8
202012,LO0FAZ840FA,1,0,0,13.4
202101,V0ZLOFA8LO4,3,0,0,92.1
202011,LL94VZM8,0,1,0,92.7
202011,LVVL9004,0,3,0,36.9
202012,L9ZVZ4,0,2,2,98.1
202101,FA0Z44FA84,0,2,0,20.7
202012,L8ZLOZ8V0,0,3,3,87.9
202101,900009,0,3,3,90.7
202012,L84040L0,0,2,2,96.5
202012,LL440FAZ0,0,2,0,5.4
202011,ZZVZZ88Z,3,0,0,54.1
202102,L8FALO44L9,0,3,0,13
202102,LVL0FAZ9FA,0,3,0,48.3
202012,LLOVFA044Z,0,1,0,92.9
202101,ZZ009FA0L,0,3,0,98.9
202012,LLOVLO0FA0LO,2,0,0,35.9
202102,LLOL9VFA04,3,0,0,69.8
202011,L0V4004FA,3,0,0,31.8
202102,FA0LO8FA0,3,0,0,90.9
202101,L4Z4FALO90,0,3,0,87.3
202012,ZZ0ZV4V4,0,1,1,57.5
202101,L8FALLOZVLO,0,3,0,23.9
202012,80LFA4LO9LO,0,2,0,28.3
202102,LFA88098Z,0,3,0,78.7
202102,FA00V0FA09,0,3,0,89.7
202102,Z0FALFAV8FA,0,3,0,12
202101,L0VL04LO8,0,2,0,48.4
202102,L8V4ZVZZ,0,1,0,88
202101,900040LV,2,0,0,56.1
202011,LZZ0V44Z,0,2,0,89.2
202101,L90ZMLO90,0,2,2,59.6
202101,LLOFALO0ZLO4,0,3,0,20.4
202101,900V084FA,3,0,0,8.5
202011,L909V00Z,0,3,0,34.4
202012,LLO80V0,0,3,0,94.4
202101,900Z004V,3,0,0,44.2
202012,L90Z0VFA8,0,3,0,8.9
202102,L8LO09049,0,2,2,53.4
202011,L8LOFA04ZFA,0,3,0,15.5
202012,L904V8L0,0,2,0,23.3
202102,L8L8Z4Z4,0,2,2,90.3
202102,LZL840LLO,0,3,0,44.4
202011,90LLO08FA0,0,2,2,84
202102,FA00LZ488,0,3,0,5.1
202102,V909L88,0,3,0,51.3
202102,FA08LLOFA88,0,1,1,78.5
202011,L00Z8800,3,0,0,54.4
202012,LVL4088LO,0,3,0,21.5
202012,LLOZ4FA9FA9,0,2,0,99.7
202011,L8Z0LOVV0,0,1,1,46.1
202012,L88LO0FA0FA,0,3,0,79.9
202011,LLLO44LO09,0,2,0,15.5
202101,VFA0048,1,0,0,3
202011,LLO0L0FAZ0,0,33,0,64.7
202102,L00V0FAFA9,0,2,0,83
202011,LO00ZVL9LO,1,0,0,2.6
202102,L880FA4L9,0,1,0,97
202101,V00LO9L0Z,0,1,1,73.8
202011,LLO490L09,3,0,0,80.5
202102,LZ8L8800,0,3,0,64.6
202012,LLO080Z9Z,0,3,0,61.4
202102,LVV8908Z,0,3,3,40.6
202102,FA0L000VL,0,3,3,60.6
202011,L0040VV0,3,0,0,53.3
202011,LLO4448V8,0,2,2,45.2
202101,L8V94LO0FA,0,2,0,46
202011,V09FA0404,1,0,0,81.2
202102,ZVLO84L8LO,0,2,0,55.1
202101,ZVZ4440LO,0,1,0,67.2
202012,L9VZVZZM,0,3,3,3.5
202012,FA00LOFAZVLO,0,1,0,40.6
202012,LVFAL900LO,3,0,0,61.1
202011,LFALO0VVLO9,1,0,0,82.2
202101,FA000FAFAZLO,0,2,0,55.8
202011,L8FAFAFA0LFA,0,2,0,26.9
202102,L90FA4084,0,3,0,33.4
202011,Z0LOLZ08Z,3,0,0,27.2
202102,LV90Z000,2,0,0,36
202101,FA00V8FA0L,0,3,0,82.2
202101,LLO4ZLLO09,0,3,0,87.7
202011,FA00LZ900,0,2,2,0.3
202011,V0LO0FAZ4L,2,0,0,63.8
202101,FA0FA48Z0LO,0,1,1,79.3
202011,L0988LOZ8,0,3,0,74.4
202011,LVLOVVFALO0,0,1,0,28.7
202101,LLOVFA09LOZ,0,3,0,27.4
202012,9008940Z,2,0,0,60.1
202011,L0V00Z,0,3,0,96.2
202011,94FAZ0,0,3,0,34.3
202102,L9L9Z08FA,0,3,0,48.2
202012,LFA48V8ZLO,0,3,0,9.7
202011,ZZFA980L4,3,0,0,41
202011,LO0LO0VLV0,0,3,3,47.3
202101,L4FA0ZLO9Z,0,1,0,43.5
202011,9009LOZLOL,0,2,2,77.1
202011,LVL0LO008,0,3,0,8.3
202101,900V49V4,0,3,3,6.6
202101,L9LOLZ0V0,0,3,0,6.5
202102,LZ9FA90FA4,0,2,0,32.1
202011,800VLO4LO0,2,0,0,45.7
202011,L8Z890FAL,0,1,1,40.6
202102,FA0FA9LO9LO0,0,2,0,63.2
202011,L9FAVLOV8FA,NULL,1,0,24.5
202012,FA0LFA8V4Z,0,2,0,15.9
202011,L4L0908Z,0,2,0,99.7
202101,900L0FAVL,3,0,0,57.5
202012,ZVLO0ZL04,0,1,1,56.9
202011,L4V9FAFAZZ,2,0,0,59.8
202102,L9FA00VLOV,0,3,0,78.3
202102,FA0L0ZLLO8,0,2,0,30
202012,L98FA90L8,0,3,0,36.8
202011,L90LOFALVV,0,1,0,59.4
202011,LVZLO0L9V,0,3,0,16
202101,LVLZZ4LO0,0,3,0,45.3
202012,V0ZLLZ,0,1,0,97.5
202102,9000L004,0,2,0,13.8
202011,LVFA84900,0,1,0,77.1
202101,ZVLOZLOL40,1,0,0,86.7
202012,FA00L409V,0,3,3,28.3
202011,LL04L008,1,0,0,56.6
202101,L4LVLOLVLO,0,3,3,66.3
202101,V04Z0ZZFA,1,0,0,97.8
202102,900ZL080,2,0,0,62.5
202012,LZ480ZZFA,1,0,0,2.5
202101,L0L0Z4V0,0,1,0,86.7
202012,FA044FALO89,0,3,0,80.9
202102,FA0VZ8VZM,0,1,1,67.9
202012,9ZZ98,0,3,0,1.3
202101,900409VLO,0,33,4,38.1
202011,L8L08ZLO8,0,3,0,90.2
202101,900FA80LL,0,2,0,34.3
202102,L9V44L08,0,1,0,92.9
202011,LV90LZMZ,0,3,0,42.8
202011,L9L44L90,0,1,0,30.4
202011,V0V98809,0,2,0,62
202011,LO0LOL8LOVFA,2,0,0,0.7
202102,LFA4V4V,0,3,3,85.1
202012,L800VLOL0,0,3,0,48.1
202012,48V0LZM,0,1,0,50.7
202101,L4FAZ40Z9,0,3,0,43.2
202102,900098FA,0,3,3,33.3
202102,L4849L40,3,0,0,10.8
202012,Z044FAL98,0,1,0,49.5
202101,L90LO9048,0,3,3,39.7
202101,LVZZ8Z,3,0,0,53.6
202101,L49049,0,2,0,40.9
202012,LLOLZ0LOZFA,3,0,0,98
202011,LVLO9VFA88,0,3,0,27.6
202011,ZZV0VVLO4,1,0,0,20.2
202011,LV988LO,0,1,0,78.1
202011,LZ0Z89LLO,0,2,2,46.1
202101,90Z8FA90,0,3,0,85.1
202011,LFAV9Z4V4,0,3,0,0.9
202011,V0FA98FA49,0,3,0,56.2
202102,L8LLOV008,2,0,0,84.4
202102,LV40009Z,0,3,0,10.1
202102,Z004FAFALO0,1,0,0,49.5
202101,LO04LOLVVL,1,0,0,63.9
202011,L4LOZ0Z8Z,0,3,3,12.8
202011,L8040LO4L,3,0,0,33
202011,LFAFALL009,0,2,0,80.2
202102,L09V0000,1,0,0,18
202102,L8LO4Z094,0,3,0,13.7
202012,V0VZLOL00,3,0,0,27.7
202102,LZVZL48L,0,2,0,3.1
202102,LZML0V80,0,2,0,35.5
202101,L8VV9FAFAV,0,3,0,89.6
202102,L0LZZ44L,0,2,0,94.6
202011,LLO09409LO,1,0,0,15.3
202101,L98Z0L0LO,0,3,0,75.7
202012,LFA40LZ89,3,0,0,48.7
202102,ZZL909LO0,3,0,0,27.5
202012,L98ZMZZ4,0,3,0,54.9
202101,L90ZFA0,0,2,2,29.9
202102,L8LOFAVLLO9,0,1,0,3.1
202011,LLOFAFALOV9L,0,1,0,17.8
202012,8LO4LOFA44,0,3,0,8.8
202012,8009FA9L4,0,1,0,73.9
202102,9008LO0LOL,3,0,0,66.6
202101,L9FAZLO880,0,2,0,26.8
202011,LVZMFAV90,0,3,0,98
202102,LLZL08FA0,0,2,2,81.6
202101,FA0FA400LO0,0,1,0,56.1
202011,V0FAFALO90,0,1,0,86.9
202011,LOZ89V08,1,0,0,63.8
202012,V0VVLO88Z,2,0,0,77
202012,LV89VZ44,0,1,1,4
202012,L8LO9FAV00,0,1,0,27.5
202011,Z04FA49VZ,3,0,0,17
202012,L8V0LFA0Z,0,3,0,62.6
202011,L8ZLZ88Z,0,2,2,20.8
202102,Z04080LV,3,0,0,54.2
202012,LZZ8LOFALV,3,0,0,21.1
202011,L98FA989LO,0,2,0,42.4
202011,LFA94LOVLL,0,3,0,35.4
202011,L904V80L,1,0,0,56.9
202012,L9V4LO94L,0,3,0,79
202011,L9LLZZML,0,3,0,92.6
202011,V00LO09LOFA,0,2,0,14.6
202102,L940FA0VL,0,2,0,37.6
202011,LV89ZZ4L,3,0,0,57.4
202012,L8L8ZZ40,0,3,0,21.7
202102,FA0449FALFA,0,3,0,30.7
202012,LVLFAL094,0,3,0,21.5
202101,V0890,3,0,0,60.9
202102,LO0Z984V8,0,3,0,45.2
202012,FA009804Z,0,3,0,68.9
202011,LFA49VLO0L,0,1,0,93.9
202101,890FAZ08,0,3,0,99.5
202101,L40LOFA8,0,3,0,6.9
202011,V00FA980FA,0,3,3,98.3
202101,V0ZV8VZ,1,0,0,87.2
202012,LLV8ZVLOZ,0,2,0,72.7
202101,LV0Z0ZV4,0,3,0,95.3
202101,LFALO44LOZ0,2,0,0,27.5
202012,L9LOVFAZZ4,0,3,0,6.6
202102,940LO09V,3,0,0,74.3
202101,FA0LL9VLOL,0,3,0,5.8
202101,LLLFA9ZZZ,1,1,1,5.7
202011,9L4FAFALOV,1,0,0,36.7
202011,V0080LOVFA,1,0,0,12.4
202101,L9FAZ4FAV0,0,3,0,29.4
202102,9ZM4LOZZ,3,0,0,2.3
202102,FA0V4FA408,0,3,0,76.9
202011,L09ZL80FA,0,2,0,29.5
202012,L0FA8900LO,0,3,0,10.8
202102,LLOFA949LO9,2,0,0,57.8
202101,FA008988V,0,3,0,34.4
202101,FA00V9LL0,0,3,0,9.1
202012,LLO84LO0LZ,0,3,3,9.7
202011,LLOVLZ0Z8,0,3,0,43
202102,LV8800ZLO,3,0,0,76.5
202102,LFA0404ZFA,0,3,0,83.5
202102,L4FA009FA0,0,3,0,19.5
202011,L48V04V8,0,2,2,97.1
202102,L9LZ4VLLO,0,2,0,45.3
202011,L9ZZVZLO0,0,3,0,57.2
202011,L808LO0VFA,0,3,0,51.9
202101,L9VFAZ0ZV,0,1,1,43.7
202102,ZVLOVFA494,0,3,0,32.4
202101,L9Z8984LO,0,3,3,50.6
202012,L0FAZ044V,0,2,0,60
202011,8FAZ8VLO9,0,1,0,38.8
202101,LL48040V,0,2,0,67.8
202012,LLO400080,0,2,0,34.9
202102,L0444ZM9,1,0,0,50.9
202102,L440Z8Z0,3,0,0,27.2
202011,L89LOFAL,NULL,2,0,27.1
202011,L4FALO4048,0,3,0,43.8
202102,L40Z88L9,0,2,0,21.3
202101,9L9ZLO80,3,0,0,46.3
202102,FA0FAFAFA4,0,3,0,82.8
202101,L09Z4LLO9,1,0,0,56.1
202012,LFA084LFA0,3,0,0,40.4
202012,8008VLO8,0,3,0,39.5
202101,L484ZMZL,0,1,0,30.9
202101,ZZZ040LOV,0,1,0,15.4
202011,ZZV904ZFA,0,1,0,74
202102,L9Z00LFAZ,0,1,0,77.3
202011,LLL40908,3,0,0,70.4
202101,LZ44V9Z0,0,3,0,35.6
202012,LFAV4FAVFAL,0,2,2,17.9
202011,V0ZLO89LFA,0,3,0,94.2
202011,L4LVZVLOZ,0,2,0,82.5
202012,LZFA0ZVZZ,2,0,0,61
202012,LZ00Z08LO,0,3,0,62.4
202012,LFALO88L8L,0,3,0,76.8
202011,LO0LO04Z8LO,0,1,1,98.8
202012,LL948L94,0,3,3,66.8
202012,L0ZL0LLLO,2,0,0,69.1
202011,L4LO8FAV88,0,3,0,46.3
202011,L8ZVFALZLO,0,2,0,62.1
202012,FA0Z0909LO,3,0,0,7.9
202102,LVV048LLO,2,0,0,1.6
202102,LV40040LO,0,3,0,85.9
202102,FA0ZLO9Z80,0,3,0,10.4
202102,FA0400840,0,2,0,98
202102,L9VLZ4LO9,0,3,0,75.2
202102,LVZ480FA4,0,3,0,59
202102,L840VZ00,1,0,0,45.2
202102,9009L4Z8,3,0,0,37.5
202102,FA0LOZ9840,0,1,0,69.7
202012,LO09FALOV00,0,1,0,78.2
202101,8004Z090,0,1,1,51.4
202101,LO0ZZ080FA,0,1,0,3.8
202102,L9FALLO94L,0,2,0,9.2
202101,L90FAVL00,0,33,2,72.4
202102,LLO9FAVLO04,0,3,0,17.9
202102,FA04Z04VV,0,2,2,11.4
202012,L4L4ZFAVL,0,3,0,73.6
202011,80FA0FA08,0,3,3,9.8
202102,LZ0Z400FA,0,2,0,59.3
202102,V089LZ90,0,3,0,37.9
202012,LV9VZ4FA9,3,0,0,75.6
202101,ZZ00LO0FA4,0,1,0,39.1
202012,LL0FA04VV,0,2,0,30.3
202102,L800FAFA40,0,3,0,31.8
202012,LLOZZM8Z0,0,3,0,95.9
202012,LV8FALFA9V,0,2,0,63.1
202101,L89009LOL,0,2,2,28.9
202102,ZZLL00VZ,2,0,0,25.5
202012,90LFA9FALO0,3,0,0,72.9
202102,90L00ZMV,4,0,0,5.5
202101,LO008VZ04,2,0,0,82.9
202102,FA00FALOZ49,NULL,3,0,77.1
202101,80L0FA0LO4,0,3,3,63.4
202011,800004V8,0,3,0,75.1
202102,VLO090Z0,1,0,0,0.9
202012,LO0ZL8Z88,0,1,0,68
202011,L8V80FA90,0,1,1,16.1
202011,LO0LOFALO84Z,0,1,0,85.8
202101,L9VFAFA9V0,0,2,0,4.2
202011,L9FAFA80LOFA,0,3,0,67.6
202011,L0V4Z0LZ,3,0,0,19.9
202102,LZZ8LO00FA,0,3,3,64.3
202012,LLOV980ZFA,0,3,0,43.7
202011,LLOZ40LO,0,2,0,0.5
202011,L4VL9LFA4,0,1,0,77.4
202011,L4Z90LV8,0,3,0,73.3
202012,L8000V84,0,3,3,46.3
202012,L090800LO,0,2,2,13.8
202101,FA00088Z4,0,2,0,32.1
202101,L9FALFA9FAZ,0,3,3,66.1
202101,V0ZFA0LO84,0,1,1,18.6
202102,90LLFAZ09,2,0,0,49.9
202102,LLZV0LO9V,3,0,0,5.8
202012,LVLOFA8V,0,2,0,22.5
202011,L000LVLO0,0,1,0,9
202102,L8LOL4LZM,0,2,0,23.5
202012,V00ZLOFA,0,2,0,10.8
202012,L904V4V4,0,2,2,29.1
202012,L0FAZ80LLO,0,2,0,92.4
202011,L4LOFA9VLLO,2,0,0,16.9
202011,L089VVL9,1,0,0,6
202101,FA0VZ89ZLO,0,1,0,80.5
202101,L89VZ40L,0,1,1,34.1
202101,98L4VZLO,0,2,0,84.7
202011,ZZLO09LO44,0,3,3,9.2
202012,LZ00LO4,0,3,0,99.8
202011,LFAZ90FAVLO,2,0,0,7.1
202012,LFALOL9FA40,3,0,0,55.3
202012,LV8ZVL40,0,3,0,83.1
202102,L90FA4LO9FA,0,2,2,32.9
202101,LZFAV00FAFA,1,0,0,59.7
202101,FA0FA000LFA,0,2,0,67
202102,LVFAVLOZ,1,0,0,60.6
202101,900ZLO0LO0,2,0,0,30.2
202011,L94000,0,3,0,55.4
202012,L8L804VFA,0,3,0,72.1
202011,LVFA04LOZ0,0,2,0,46.9
202011,LO0V400LZ,0,3,0,72.2
202102,LLOL4VLL0,0,3,3,59.2
202011,L9FA8V8LO4,0,3,0,95.3
202102,FA04FAFA0V9,0,3,0,84.3
202102,LZ89V80LO,3,0,0,84.1
202101,L890LO94LO,0,3,3,4.1
202102,L8V00LZV,0,2,0,52.8
202012,LFAZM90LFA,0,1,0,41.6
202011,LFAFA4L8L8,0,2,0,89.1
202011,L9FA0VZZFA,0,3,0,63.8
202011,LLO080LO48,0,3,0,53.2
202102,LVV9LOZZ0,0,1,0,69.2
202101,L9094V,0,3,0,31
202011,V89LO484,0,3,0,58.9
202011,LV9V894LO,0,3,0,25.3
202011,ZZ8L8LOFALO,0,3,0,27.2
202012,V000004Z,0,1,0,91.4
202102,L9L0LO44L,0,1,0,56.6
202101,LZLVFAL00,0,2,0,10.2
202011,L90FA9LLO0,0,3,0,4.2
202102,FA090LO809,0,2,2,29.3
202101,ZZFAVV89LO,3,0,0,2.2
202012,V088LFAZ9,3,0,0,97.3
202012,LLO9FAZ0Z0,0,3,0,52.6
202012,V044FA090,3,0,0,87
202102,LFALFA9098,0,3,0,41.4
202012,L9V4LZLO0,0,3,0,27.5
202101,LZVZZLO,0,2,0,81.4
202011,L94LOZFA90,1,0,0,62.3
202012,900FA980FA,0,2,0,75.2
202101,V09V0VL9,0,1,0,93.7
202102,L48LLZZL,0,1,0,96.4
202102,L9Z4FAZL9,3,0,0,68
202101,9000L498,0,3,3,86.1
202101,L90V0Z4L,0,3,0,12.4
202012,L49FA0LOVLO,3,0,0,11.1
202102,FA0008Z04,0,3,0,10.2
202101,9V4V4L8,0,3,0,70
202011,L9VLOV948,0,3,3,92
202012,800FA09LOL,0,1,0,3.1
202101,LL4LO4VFAL,3,0,0,67.5
202011,L4V0LLOVV,0,1,0,69.8
202011,LLO0LOZLLLO,0,3,0,19.6
202102,LLOFA808L4,0,3,0,19.3
202102,V08LOL4ZV,3,0,0,0.7
202102,V00LZLOZ8,0,3,0,68.7
202011,LOFAFALO94LO,1,0,0,88.4
202012,V04FAFALO0LO,0,1,0,80.6
202011,L94LLO49L,0,3,0,56.6
202011,90LL80ZM,2,0,0,55.2
202012,LZV090FA0,0,3,0,5.2
202012,L908FAFAVV,0,3,0,23.6
202012,LV0008LO8,0,2,2,13.9
202101,FA049L4VFA,0,1,0,94.5
202102,LVZZ09VFA,1,0,0,91.5
202012,894FAL9V,3,0,0,15.9
202012,Z00Z940Z,1,0,0,5.2
202102,L9LOZL4VL,0,3,0,25.2
202101,FA0LLL0V4,0,1,0,61.6
202102,L8LO00049,0,3,0,42.3
202011,Z09449L0,1,0,0,76.6
202011,LFA9V8L8L,3,0,0,93.2
202012,LVFA9FA840,3,0,0,2.5
202101,LO0Z00L4L,3,0,0,83.9
202101,L0LZZ84Z,0,3,0,33.1
202011,L98LLOZL0,0,1,1,11.6
202011,L94ZZ908,0,2,0,37.5
202012,L0V00L40,0,3,0,21.8
202102,LO0Z849LOFA,0,1,0,21.2
202101,L8Z4L000,0,1,1,52.9
202102,V0LLOZLOFA4,0,1,0,57.5
202102,LLO9889LO4,3,0,0,99.1
202102,LO04FAFA4Z0,0,1,0,81.9
202012,FA009Z98V,0,3,0,44.6
202012,LO0LO040ZFA,1,0,0,64
202101,LLO0Z448V,0,3,3,94.6
202102,L0LZ00FA0,0,1,0,83.3
202101,ZVLO0Z0LV,0,1,0,10.8
202011,FA000VLOV0,0,2,0,43
202011,L9LVVLO40,0,2,2,91.2
202011,LFALZFA8Z0,3,0,0,45.8
202101,LO0LOL9044,0,1,1,84.7
202102,LLO9FAVL80,0,3,0,89.2
202011,LZ0ZML00,1,0,0,2.2
202101,LV9L90Z9,0,3,3,45
202011,LVLOLFAL0V,0,3,0,91.8
202102,L9ZMFAZ80,0,3,3,12.5
202012,LVL88880,0,1,0,42
202012,V09L8LOFAL,0,3,0,68.3
202102,LLO9L4Z9L,0,3,0,77.4
202012,L84ZFA0,0,3,0,4.5
202101,89089L8,0,3,0,68.3
202102,L49V04L4,2,0,0,54.5
202011,LZZ40L9FA,0,1,0,17.5
202101,L84L0FA8V,0,3,0,45.3
202011,L0Z8FAFA4Z,3,0,0,58.8
202012,L9044V0LO,0,1,0,22.5
202011,LZVFA00ZLO,0,2,0,26.6
202011,L9FAZMZV9,0,3,0,14.9
202102,Z000LOZL9,3,0,0,37.9
202011,LL0V4FA0Z,0,3,0,91.4
202101,L9FA40LL4,0,2,0,21.1
202011,L4V8LO4VZ,3,0,0,57.2
202011,LLO4LL90LO,0,1,0,18.7
202101,L4L80FALZ,3,0,0,56.1
202101,LFA9LO0L9Z,0,2,0,87.4
202012,900FAFAFALOZ,2,0,0,83
202101,L4L4LFAL8,1,0,0,68.7
202012,LZL90Z4Z,1,0,0,20.8
202011,LV804Z90,0,2,0,60.4
202101,L9004V8V,0,2,0,8.3
202012,LV00Z80L,2,0,0,18.1
202011,800V8LFA8,1,0,0,34.5
202102,L8L4000FA,0,3,3,91
202012,900000FA4,0,2,0,7.6
202012,LV49FA0ZV,0,2,0,83.9
202101,L98L0FA49,0,3,0,6.3
202011,L98LLZFALO,0,3,0,11.5
202012,80L90040,0,3,3,76.7
202101,L9Z9Z0,0,3,0,32.4
202101,9008LO98V,0,33,4,51.9
202101,LZLZLO80LO,2,0,0,74.4
202101,L89Z809L,0,3,0,98
202101,L4ZLFALV9,0,1,1,33.6
202012,L09FA0VZ0,1,0,0,73.9
202011,L80LFAFAZZ,0,1,0,13.8
202102,LLO08ZLZ4,1,0,0,19
202012,LVZV0V0Z,0,3,0,97.3
202101,FA04ZLOL90,0,1,1,49.1
202012,L0LFAV4LOFA,2,0,0,40.3
202012,L8LFAFA0Z0,0,1,1,40.4
202011,LFALOV90,0,2,2,22.3
202012,LVL9ZLFA8,2,0,0,16.9
202101,Z0ZLL000,0,1,0,87.3
202101,LZ0Z98VZ,0,2,2,87.5
202102,L80LVFAFA4,0,2,0,97.6
202012,FA0ZLOVFA08,0,3,0,7.7
202101,L8Z84LLO4,0,3,0,72
202012,L0LO008,0,3,0,15.8
202101,V8Z08FA0,0,1,0,61.7
202101,FA0ZVZFALFA,0,3,0,7.2
202102,LZL0ZLLOFA,1,0,0,53.1
202101,LV4800ZM,0,1,0,80.6
202012,L9FAL8LV9,0,1,0,77.7
202101,FA0LOL049V,0,1,0,12.7
202101,L9Z0V9FA4,0,2,0,21.7
202011,L9LO40LLV,0,3,0,6.7
202101,9008LL0FA,0,3,3,89.8
202101,L9Z8LO0LLO,3,0,0,35
202101,L49V4LO44,0,3,0,59.9
202012,LZ084ZFA4,0,3,0,60
202102,LZ040VVL,0,1,0,69.6
202101,L94V0LO0FA,0,3,0,19.5
202012,LVVFA0LO89,0,3,0,0.9
202102,L4V88044,2,0,0,43.3
202012,LVV94VLFA,3,0,0,49.2
202101,LFAZ400LZ,0,2,0,41.1
202101,LV90FAFAZ9,0,3,0,78.9
202011,L4LFALLOZ4,0,1,0,50.8
202102,L094L04Z,0,1,1,13.2
202012,L8890449,0,0,3,33.7
202011,FA0L909Z9,0,2,0,58.2
202102,ZVZFA0808,0,2,0,84.3
202012,L9VZV0VFA,0,1,1,47.1
202012,98LOZ88Z,0,0,3,83.3
202102,LV8Z0ZL4,1,0,0,85.5
202012,ZZFALFAVV0,0,2,0,82.5
202011,V040Z040,3,0,0,50.3
202102,L8LO4FA008,0,1,0,3.6
202102,90L48404,0,2,2,59.9
202101,FA048V9FA0,0,3,3,53.6
202011,L904ZZL9,0,3,0,32.5
202012,LVLL0840,0,2,2,37.7
202011,LFA8LO0LL0,0,1,1,75.4
202102,LLO88ZVL9,0,0,2,95.1
202102,LO0LO00VLOV,0,1,0,57.5
202102,L840LOLLLO,0,2,0,77.3
202011,LV08V0Z0,0,3,3,92.2
202101,L80FA90ZM,3,0,0,91.2
202101,FA04FA0LOL0,0,2,0,57
202101,L00ZLO0LOV,2,0,0,93.2
202011,L00V04V8,0,1,0,51.8
202101,VFAFALOZ0LO,0,1,0,39.3
202102,L9VV409FA,0,1,1,40.3
202011,89Z00FA9,0,3,0,4.6
202011,989FAZ40,2,0,0,21.3
202102,FA04Z000LO,0,1,0,46.8
202012,80040Z94,1,0,0,81.9
202012,8004089,3,0,0,86.7
