ID,REINO
LO08VFA9,CROWNLANDS
8008898FA,STORMLANDS-1
L8ZLV0VL,STORMLANDS-2
Z0FA0LOL0Z,DORNE-3
L9404LO8FA,STORMLANDS-1
FA0FAVL4FAZ,#N/D
ZZ08LFA80,NORTH
L0ZV4V0,IRONISLADS
Z00L440FA,RIVERLANDS-1
LFAV0LV8LO,STORMLANDS-1
8008LOVVLO,STORMLANDS-1
L0ZV4V0,IRONISLADS
9L0ZLO88,DORNE-1
LVVLOL9FAZ,NULL
L00LLO0VL,DORNE-1
LO0900Z0Z,CROWNLANDS
L80LOZZZ8,STARKS
Z008FAVVL,DORNE-3
L48900L9,STORMLANDS-1
80088V44,STARKS
L800494FA,IRONISLADS
V0849VLO,IRONISLADS
L4VFAZMFALO,NULL
LLO8FAFALO40,IRONISLADS
9ZL0V9Z,DORNE-3
LZ4ZZ889,HOARE
LZ8FAV0V4,IRONISLADS
LLO0LO8404,RIVERLANDS-2
LZ0L0V,HOARE
FA00L044Z,STORMLANDS-1
LV9V0LO88,DORNE-1
FA00484FAFA,CROWNLANDS
L90LO4FALO9,STORMLANDS-2
L4VZ0LO00,RIVERLANDS-1
LL0LOFA84FA,DORNE-1
LVV44000,IRONISLADS
L044VLO8FA,IRONISLADS
FA00LZ4FA0,#N/D
LL800LLFA,RIVERLANDS-2
80L888FA,IRONISLADS
LO0ZLO0Z9FA,RIVERLANDS-2
L9LO8ZZL0,NORTH
L80L0Z8FA,STARKS
VZ0FA000,HOARE
LV4L8FA0V,STORMLANDS-2
LLO008ZZL,DORNE-3
LO04Z4000,CROWNLANDS
ZZ000LLLO,STORMLANDS-2
900L0FALL,#N/D
V000FALL9,DORNE- 2
LLL0LOV,IRONISLADS
Z04FA8LZL,RIVERLANDS-1
Z0Z40LOZ4,RIVERLANDS-2
Z0909VZ4,DORNE-3
V0Z8L44V,HOARE
V089LO0FALO,STORMLANDS-2
9000V0FA4,RIVERLANDS-1
ZVZMV0V4,NULL
L9Z09Z00,#N/D
LZ9FAVFA,NORTH
LFAFALO4VFA9,STORMLANDS-1
L94LO0FAFAV,STORMLANDS-1
L8FA00494,IRONISLADS
LFAFA094LO8,DORNE-3
LFA9Z80Z9,DORNE-1
LL800LLFA,RIVERLANDS-2
LZ8488FA9,STORMLANDS-2
FA04400Z8,#N/D
FA000Z8,IRONISLADS
LFAZL09Z8,NULL
LLZLFAL09,HOARE
LL0FAZLOV0,STARKS
L80940FALO,REACH
L0488,IRONISLADS
LFA0L00Z0,STORMLANDS-1
LZ9000VV,HOARE
L9FA0449L,DORNE-1
ZZLZV8LOZ,NORTH
LVL000LOZ,STORMLANDS-1
V00LO0LZLO,RIVERLANDS-2
Z04ZV84V,DORNE-3
L8040008,HOARE
V090LO4FA9,REACH
L98VFA94FA,STORMLANDS-1
L8ZVZ4FA9,AEGON
L9LOFAZZLOFA,RIVERLANDS-1
90004LO0Z,#N/D
L00ZLO0V0,STORMLANDS-1
L84LO904LO,NULL
LLOZ8000Z,STORMLANDS-2
900Z89LOV,#N/D
900890VL,#N/D
LFA400888,HOARE
L8ZZLO4ZL,DORNE-3
LLO890ZMLO,NULL
L00VZVLO0,DORNE-3
LVFAZ8Z00,DORNE- 2
LVZ909V0,DORNE-1
LVLO9L0ZM,DORNE- 2
L0ZM9L4FA,DORNE-1
8LOL4409,IRONISLADS
L0FA0989V,IRONISLADS
LLVVLOLLOL,NORTH
ZZ0VLO989,NORTH
L4LO9LO9V4,HOARE
ZZFA9LO000,NORTH
LZZ88VLZ,STARKS
L84FAFALO44,HOARE
L0ZLO0LLV,STORMLANDS-2
LVFA0LOZ88,STORMLANDS-1
LZ0804LOZ,NORTH
80LVV09LO,NULL
LZFA49LLO8,DORNE-1
LL0089LV,DORNE-3
L8LFA0408,STORMLANDS-1
ZZ8LFA4V0,STORMLANDS-2
LLO940VV0,#N/D
LLZLO0400,IRONISLADS
LZ8FA0V9V,NORTH
L0LO8FAL9LO,RIVERLANDS-1
900V8LO08,#N/D
LV8VFAL00,DORNE-1
L0880LFA8,NORTH
ZZLL9884,NORTH
V4084VZ,HOARE
L094Z4LOV,CROWNLANDS
9098FA40,HOARE
ZZ00LOFA9Z,#N/D
LZV08LV8,STORMLANDS-2
L80LZLVZ,DORNE-1
LO0LO090LO0,CROWNLANDS
L9LOV489LO,RIVERLANDS-2
L9FAL8LV9,STARKS
L8000V84,STORMLANDS-1
L90FALO094,RIVERLANDS-2
LLO8004,RIVERLANDS-1
LVLLV4L8,IRONISLADS
L9LLL040,STORMLANDS-1
LL49LZLFA,DORNE-3
V0L08LOLL,#N/D
LV0040FA4,REACH
L0ZLO48,NULL
LFAFAZM0Z0,#N/D
LLOLFA8FAVL,RIVERLANDS-2
FA04FALO0VLO,#N/D
FA0LLOZLOL0,#N/D
L4ZZ940Z,STORMLANDS-1
FA09FAFALO08,#N/D
L88VLOVFA9,STORMLANDS-1
LV04LO9LO9,REACH
LLOV490Z8,NULL
LLOFAVLOZ84,DORNE-3
800LLO4V9,STORMLANDS-1
LZLOFA94,DORNE-3
FA0LZ88LO9,#N/D
LFAZV0049,DORNE-1
LO0LOFA0ZML,AEGON
LZ8Z4LFA4,CROWNLANDS
FA0LO8000Z,#N/D
L0LFALFALV,RIVERLANDS-2
V0V4LO80V,STORMLANDS-2
L00L80LZ,HOARE
L9LLLO00Z,STORMLANDS-1
LV08L4ZM,STORMLANDS-1
LZVZZLO,STORMLANDS-1
V0094LO9FA,RIVERLANDS-2
L000ZFA08,DORNE-1
FA0L0LO8L9,#N/D
FA0LFA4V0L,#N/D
L090FA000,HOARE
L49Z9LO0V,STARKS
VL0VL0V,HOARE
9VVLO4V9,RIVERLANDS-2
LLFA4LOFA0LO,DORNE-3
80L80LO0FA,#N/D
L00409Z4,STORMLANDS-1
L0490LO0FA,IRONISLADS
FA040VLOFA4,#N/D
L80LOZ0,IRONISLADS
LL8VV0LOZ,DORNE-3
90049VV0,#N/D
L9VFA000V,STARKS
LO0FA4FAL8V,NULL
L490L8FAFA,STARKS
FA0FA9L48V,#N/D
L9404840,DORNE-1
LLO0009V0,REACH
FA04FAV449,#N/D
LZLO89LO90,IRONISLADS
L9084V0LO,STORMLANDS-2
LZMZFA0LLO,HOARE
888L4LOZ,IRONISLADS
8009Z000,STARKS
LV8VLOFALO0,CROWNLANDS
LV84LZMLO,#N/D
ZZ0V4090,NORTH
LV0L0V,RIVERLANDS-2
ZZLO04VFA8,#N/D
LZ8L8800,DORNE-1
LFAFALL009,DORNE-1
FA0L4VZ80,#N/D
LZ0949V0,#N/D
L8L89VZ8,#N/D
LLLV4LL0,STARKS
L80ZLFA,STORMLANDS-1
LZV88FA89,DORNE-3
LV048ZV0,#N/D
LZZLOV8ZM,HOARE
LVZ0V0ZLO,HOARE
90L09L8L,RIVERLANDS-1
LZV8VLOFAV,STORMLANDS-1
VFA4Z4,IRONISLADS
LVFA0FAZ0L,DORNE-1
8004Z090,#N/D
L4LO90LLL,HOARE
L4988LVLO,IRONISLADS
LVV890LL,CROWNLANDS
L0080VLOZ,DORNE-1
L8Z9V9Z9,#N/D
LVL9ZLFA8,NORTH
LLOLLO909Z,CROWNLANDS
8009LLOZLO,STARKS
L8Z0LOVV0,#N/D
LLO0VV84L,#N/D
L0009LFAV,STORMLANDS-1
LLO4L8FA89,DORNE-3
LVLVVV09,NULL
L4FAZ8LFA9,RIVERLANDS-2
LO0490LO0L,AEGON
V000LV90,#N/D
LZLO9898FA,STARKS
L09V0000,NORTH
LV8ZLZM0,DORNE-1
8LOLL400,HOARE
L490FAL40,DORNE-1
LZV9LOL8V,IRONISLADS
LLOFA0L9L0,#N/D
LVLL0840,RIVERLANDS-2
L894FA0V8,DORNE-1
800FA00LO8,STORMLANDS-1
L0000084,STORMLANDS-1
LZ040VVL,REACH
FA0L8V0Z8,#N/D
Z08LOZVV9,RIVERLANDS-2
L9FA4LO0L4,#N/D
L4L4ZFAVL,STORMLANDS-2
L84FA00V0,NORTH
L9ZLO040L,HOARE
L0Z8FALO00,REACH
LLOZV4L,#N/D
LO0LO04Z8LO,CROWNLANDS
FA04VVFA0V,#N/D
9004ZMV9,#N/D
LL908FA0L,IRONISLADS
900V49V4,#N/D
FA00V8VLOZ,HOARE
Z0FA0FALO09,DORNE-3
L908V4LO4,RIVERLANDS-2
LVZZZV9V,STORMLANDS-2
ZZZZ9LO4FA,NORTH
V848VLL,HOARE
L808980Z,DORNE-3
LO04FA098L,#N/D
LV8FA80LZ,STORMLANDS-1
LZ0LO09LOV,NORTH
L848404Z,CROWNLANDS
L00LO,NORTH
LFALOLLO940,RIVERLANDS-2
FA000L489,RIVERLANDS-2
9FA8ZVZ9,IRONISLADS
FA000800LO,NULL
L0004Z09,RIVERLANDS-2
FA0FA904,#N/D
L409LOV9V,REACH
LO0FALO0988,NULL
LVLOZLOZVL,#N/D
LZL04V4FA,STORMLANDS-1
FA048LO49V,#N/D
FA0080FAFA0,#N/D
VLOFAVL,HOARE
V09ZZ9FAFA,STORMLANDS-2
Z00FAVLO89,DORNE-3
ZZ444004,RIVERLANDS-2
L988ZLO8LO,STORMLANDS-2
LLLOVZ0LO0,HOARE
80FA0FALO9L,NULL
L4L00VFALO,REACH
L9FA09ZL4,DORNE-3
LO0ZLOL900,RIVERLANDS-2
ZVZL9V04,NORTH
VL9VFA00,IRONISLADS
LL0FAV9LO9,DORNE-3
L9LLO0LLO4,NULL
LZ0008ZL,RIVERLANDS-2
L9LO4ZZ44,RIVERLANDS-1
L8949LO09,NORTH
Z0ZVV90FA,DORNE-3
LVFA8LO0Z9,NORTH
L8ZFALOV49,STORMLANDS-1
L8LZ98FAL,IRONISLADS
V409FA00,HOARE
LVLOZLOLLOL,STORMLANDS-1
LO00ZZ0L9,CROWNLANDS
LLO08840V,HOARE
ZZ0FAVVVFA,STORMLANDS-2
L0444800,DORNE-1
L0LO0FAZZ0,IRONISLADS
FA0L9Z844,#N/D
V0ZZ4L,HOARE
V49FA90Z,DORNE-1
L8LO048FAFA,IRONISLADS
LO0LZVLO98,CROWNLANDS
LFA9FA040V,RIVERLANDS-1
V0009ZZLO,CROWNLANDS
900V09VL,#N/D
V000LO84L,CROWNLANDS
LVLO9FAV,IRONISLADS
L08LVZ0FA,DORNE-3
LZVV0LO94,DORNE-3
ZZZMFAFAFA0,IRONISLADS
L94L4FALO8,REACH
ZVLO84L8LO,NULL
FA0LFA8V4Z,#N/D
LL0904FA8,HOARE
L8ZLO00V9,#N/D
LVLLLO4V4,#N/D
LV944LL0,HOARE
Z0ZLL000,#N/D
L800FA0FA4,#N/D
V089LOL09,REACH
L9L09LLV,NULL
LLOLLFAZ88,HOARE
LO08ZL080,CROWNLANDS
LVZFALO9LO9,CROWNLANDS
LFA0LOZFAZL,STORMLANDS-1
LO04FA098L,#N/D
V088FA9Z,IRONISLADS
V049VFA80,REACH
L0VFALL80,DORNE-1
V04400Z9,STORMLANDS-2
LLOFA008FAL,STORMLANDS-2
L4Z49L90,IRONISLADS
FA0FAV8LOFA4,#N/D
V0Z9LLO8LO,DORNE-1
FA00V9804,DORNE-1
V0LO0ZFA89,STORMLANDS-2
L9000Z0V,#N/D
9LO8800FA,DORNE-3
LO0ZMFA00LO,AEGON
V0LOL0FA0L,NORTH
LFALO040Z9,DORNE-3
L9VZ8040,DORNE-3
LLO8Z0L0LO,IRONISLADS
LVVFALO90Z,NULL
L8V0LOV9FA,HOARE
LZMZFA840,RIVERLANDS-1
888L4LOZ,IRONISLADS
L4FA084FA4,STARKS
LFA980Z94,DORNE-3
FA0LZZLV0,#N/D
L9848V98,REACH
V00ZFA0L0,RIVERLANDS-2
L08Z8LVV,NORTH
V0LO9VFAFAL,STORMLANDS-2
VVV4LOL0,HOARE
L8FAZ8LVZ,HOARE
Z0L09V09,STORMLANDS-2
Z00VFA0,RIVERLANDS-1
V488LZL,DORNE-1
LLV00900,RIVERLANDS-1
LLO4LFALO4FA,DORNE-1
LZ90489LO,STORMLANDS-1
V080400Z,REACH
LLO8948V9,DORNE-3
VLV0VFA0,#N/D
L8L80L80,STORMLANDS-1
LZ90FA0LV,REACH
LLO00FAL04,RIVERLANDS-2
900VVLOLV,#N/D
VV4L890,IRONISLADS
Z0LVZ9L4,RIVERLANDS-2
L880VLOFAV,DORNE-3
V0LOZZZZ,HOARE
L900V0ZV,REACH
LZ48LO898,REACH
900V09VL,#N/D
LVLOL0VZLO,AEGON
LV00L09L,DORNE-1
LZL009L8,STORMLANDS-1
L9LO00LOZ,DORNE-1
V00844L8,STARKS
LLV00000,STORMLANDS-1
LO0Z4LLO,DORNE-1
V088LFAZ9,REACH
L8ZLZ88Z,NORTH
LZ404FALO9,HOARE
FA0L8FALO8FA,#N/D
V0LO80088,HOARE
L8LO9FA448,HOARE
LO0ZLZFAFA4,DORNE- 2
V009LO04Z,RIVERLANDS-2
V0LVLL80,DORNE- 2
V00LVZM,IRONISLADS
FA0V4Z0VL,#N/D
LO04LOZLO09,CROWNLANDS
LLOL04FAV0,RIVERLANDS-1
V08V08V0,REACH
V800ZL4,HOARE
9000L4LZ,#N/D
V0FA9FA0,STORMLANDS-2
L044Z9,NULL
800LOLLZZ,STORMLANDS-1
9000LO980,#N/D
V00Z4VLOL,RIVERLANDS-2
800LOZ80Z,STORMLANDS-1
LL0LOL04Z,STORMLANDS-1
FALOFALOLFALO,HOARE
L80FAV88V,STORMLANDS-1
L44LO90FA0,HOARE
L9L044V8,NULL
L90490L9,RIVERLANDS-2
FA09044L0,#N/D
L0FA00LV8,HOARE
LVLOZ8Z4V,DORNE-1
L90FAZMFALO,HOARE
LV89Z8Z4,STARKS
LV0LOVZFAFA,#N/D
LZ9LOLLFAL,#N/D
VFA0048,HOARE
L908V4LO4,RIVERLANDS-2
LLO9498LOL,RIVERLANDS-2
LZ08LO0,DORNE-1
Z0FA80VLZ,RIVERLANDS-2
L0ZL0FA90,DORNE-1
8000Z89L,NULL
LVLO88L4Z,STORMLANDS-1
Z0L4VFA88,DORNE-3
FA00LO8804,HOARE
L88LO08FAZ,DORNE-1
L088FALOZZ,STORMLANDS-1
84VLOVV9,#N/D
FA0LVZLL0,#N/D
FA00LOL09Z,DORNE- 2
LFA9049LOV,STORMLANDS-2
L88V8VLLO,STORMLANDS-1
L404FA89LO,NORTH
90LLLOFAFALO,#N/D
ZZ000FA8LO,RIVERLANDS-2
LVFA0LVFA0,STARKS
LLOL4VLL0,NULL
LV9V8LO,HOARE
L8L0VL0LO,DORNE-1
LZMLVFA0Z,STORMLANDS-1
V009VZ8,HOARE
LLOFA09FA,DORNE-1
L9Z9Z0,#N/D
L9VFA0L0FA,REACH
8004V0V0,#N/D
Z0ZM0440,RIVERLANDS-1
L9LO949V8,REACH
L9LOZ89V0,DORNE-3
80L49FAVFA,NULL
LVLOZLO800,STORMLANDS-1
VZFAVZMV,HOARE
LV00L0,IRONISLADS
L80FAV0,DORNE-1
LLFALO00,REACH
V088ZVFAV,DORNE-1
L9ZLOL00V,RIVERLANDS-1
L48L4090,DORNE-3
LV4VZ808,STORMLANDS-2
9444Z08,IRONISLADS
LZL8ZFA,CROWNLANDS
L0FALZM00,IRONISLADS
L9LV9LO40,NORTH
80044LO08,STORMLANDS-1
L89008V0,DORNE-1
L0FALZ4LLO,RIVERLANDS-1
Z0LV0L90,RIVERLANDS-1
Z44FA0FA,IRONISLADS
L9LZ8LLOV,IRONISLADS
FA00ZV098,RIVERLANDS-2
L4ZV9090,RIVERLANDS-2
LZ800LOL0,DORNE-3
84VFA8,HOARE
ZZ8L0ZV9,NULL
L9FAVZ4FA4,IRONISLADS
LVV4LO94V,CROWNLANDS
L808V0VLO,STORMLANDS-2
LLO4ZZ48L,NORTH
Z00FAVLO89,DORNE-3
FA000Z0V0,IRONISLADS
889LO004,IRONISLADS
ZZ0VLO989,NORTH
L9V00404,DORNE-1
V949094,DORNE-1
L4FA04VLOFA,REACH
L0VV8VLL,RIVERLANDS-1
80L00ZLO0,STORMLANDS-1
VLV0ZLFA,IRONISLADS
L94Z8LLO4,STARKS
L84LOZ8L,DORNE-1
LV4FALVFA0,IRONISLADS
L900FA4LOFA,STORMLANDS-1
L0Z80LO04,RIVERLANDS-1
FA048808L,#N/D
Z00V8LO09,DORNE-3
L0VFA9LO9L,HOARE
FA000Z8,IRONISLADS
LV4L8FA0V,STORMLANDS-2
LVFA8FAFA0FA,CROWNLANDS
V0LV9LO4FA,#N/D
80L4FA,IRONISLADS
V0090808,RIVERLANDS-2
L8FA84800,DORNE-3
Z88988,IRONISLADS
V0409LOZ,HOARE
LVLO444,REACH
900800V0,#N/D
L48FA9088,NORTH
Z0L0FA090,RIVERLANDS-1
ZFAFA,DORNE-1
V09049V8,NORTH
LFAZFAZLLV,DORNE-3
LVFA90VZFA,#N/D
LLO40ZFAV0,DORNE-1
L408LO800,DORNE-1
L49FA0FAFA0,REACH
ZZL4FA880,NORTH
LZZ4ZM00,IRONISLADS
LLOZ00848,DORNE-3
LZ9LOFA4,RIVERLANDS-1
LVV400,DORNE-3
LFA890VZ0,STORMLANDS-2
L40ZMFA9V,STORMLANDS-1
L80Z90LO8,DORNE-3
LVZVLOVLV,STORMLANDS-2
LZ0L0V,HOARE
L8FALO00ZL,NORTH
FA0LVZ00Z,#N/D
L90L4ZLO9,RIVERLANDS-1
89LO9084,#N/D
L84LO4L9V,RIVERLANDS-2
Z0LOVZZV0,RIVERLANDS-2
LO8LO04LL,IRONISLADS
FA00ZVL,NULL
V84Z0FAV,HOARE
V0409LOZ,HOARE
L4LO9V0,STARKS
900V8ZML,#N/D
L0Z0ZFA0FA,HOARE
L8ZM4008,RIVERLANDS-2
888LO0L4,HOARE
L044Z9,NULL
940FA988,IRONISLADS
L9V08049,HOARE
8000V0FA0,STORMLANDS-1
LO04LO0LOLFA,CROWNLANDS
L8FA8LO9LOL,HOARE
LFA8LO0LL0,IRONISLADS
LLO0FALO9,CROWNLANDS
80LFA484Z,STORMLANDS-1
FA040Z4LO8,#N/D
FA0FA8FALO4L,#N/D
V00VLOLFAZ,STARKS
V00V9ZLL,STARKS
80FA0400LO,NULL
900VVLOLV,#N/D
LVFA900Z9,NULL
Z04049FALO,RIVERLANDS-2
LZMLOFAL8Z,NORTH
L9ZFAZ0L0,HOARE
ZZ4LFALO0FA,STORMLANDS-2
LLOZZV8Z4,IRONISLADS
LVFA000FAFA,NORTH
L90L9Z0Z,IRONISLADS
LLZFAFA890,CROWNLANDS
L909084FA,#N/D
L9LO08LOVFA,STORMLANDS-1
L8048Z84,IRONISLADS
L09L0LO94,DORNE-1
L9400LO0FA,IRONISLADS
L94FA9FA08,DORNE-1
LV0L0V,RIVERLANDS-2
9004ZL90,#N/D
LLOV84989,DORNE-1
LLV0FALV4,#N/D
90004LO0Z,#N/D
L0ZZVFA8L,IRONISLADS
FAL89LO4LO,IRONISLADS
LV944LL0,HOARE
L9FA0884L,DORNE-1
LLOL9LOL0L,STORMLANDS-1
LV4ZMV0FA,DORNE-3
904004LO,IRONISLADS
FA0L9FA804,#N/D
LVZ0V0ZLO,HOARE
L404FA0FAV,HOARE
LVV8V08LO,STORMLANDS-1
9FAFA408L,HOARE
L8V89440,IRONISLADS
L4LZ4988,STORMLANDS-2
9FA9LV00,DORNE-1
LLOZZV8Z4,IRONISLADS
800LZ0Z9,STORMLANDS-1
V08FA4LO00,REACH
LFA9FA040V,RIVERLANDS-1
L8LFA9V0V,RIVERLANDS-2
V00FA9LOVL,NORTH
FA008VZ0FA,#N/D
LFA9V8L8L,#N/D
Z044FAL98,DORNE-3
LZ4FALZ90,REACH
L49FA4908,STORMLANDS-1
LLOZV4L,#N/D
LVLOFA8V,NORTH
L98LVV0Z,STORMLANDS-2
900L409FA,#N/D
V0V400LLO,STORMLANDS-2
LO0LO4VLO0V,#N/D
LO0FA08LOFA4,NULL
L9ZV0L0LO,RIVERLANDS-1
L8FAVLO0LFA,DORNE-1
FA09LVVFA0,#N/D
L00LO4Z0LO,STORMLANDS-1
L48VLOV,DORNE-3
FA0004VZZ,DORNE-1
L00LLLOL4,HOARE
8LO89FAV9,DORNE-1
Z00VZ9LL,RIVERLANDS-2
8000FALO0,IRONISLADS
8004VVVLO,NULL
80V4LLO9,IRONISLADS
LZMLO0VZLO,NORTH
89Z9V9Z,HOARE
ZZFA48Z00,NULL
LV449008,STARKS
L8LO0404LO,HOARE
LV8VLO004,STORMLANDS-2
LLOFA40FA40,RIVERLANDS-2
FA0FA400LO0,#N/D
L4L4LFAL8,IRONISLADS
L89LOFA9FA0,STARKS
L809V984,CROWNLANDS
9LO40LO88,HOARE
ZZFA4FA4,RIVERLANDS-2
LLFA4LOFA0LO,DORNE-3
VLO00840,HOARE
900FA4009,#N/D
FA048040V,#N/D
LVFAFA090LO,IRONISLADS
LZLO9LV0Z,HOARE
9004ZZMZ,#N/D
LV0FAVFAZFA,DORNE-3
L00VZZMLO,IRONISLADS
L840089V,RIVERLANDS-1
LLO80FA9L9,RIVERLANDS-2
LV94FAZLV,CROWNLANDS
LLO9FALFAV9,STORMLANDS-1
FA0LVZ00Z,#N/D
LV4FAZVZ9,HOARE
L849LZZ4,DORNE-1
FA00L049Z,HOARE
8004LFA9,IRONISLADS
VVFA490Z,HOARE
L900V40V,NULL
L9LLOZ88V,DORNE-1
9LOFA9490,HOARE
FA00Z49LL,DORNE-3
L4LOFAZ4Z4,DORNE-1
L4V04V49,DORNE-1
LZ4FAZFAZM,HOARE
L0ZZ00VLO,IRONISLADS
LO0LOZLOV4FA,AEGON
80LFA0VVL,STARKS
FA09VV9ZFA,#N/D
L494Z4VLO,IRONISLADS
LO04Z80L4,CROWNLANDS
LO0LFAZMLOZ,NULL
LO0094VFALO,CROWNLANDS
FA0Z4V88FA,#N/D
LZ4L0Z00,#N/D
Z000VLOZZ,STORMLANDS-2
LFALOFAZVVV,RIVERLANDS-2
LLOV490Z8,NULL
L8FALVZ84,NORTH
L4980LO90,STORMLANDS-1
80L0L0VLO,NULL
L8Z4V800,STORMLANDS-1
9FA4L808,IRONISLADS
VLV890Z,HOARE
LVLO0Z490,DORNE-3
ZZVFAFAFA8FA,IRONISLADS
LZFA8VZ9Z,STORMLANDS-2
LLOV00FA,RIVERLANDS-2
L84LO88LO8,DORNE-1
L00LOFAZ80,RIVERLANDS-2
L9LO804LFA,DORNE-1
LZLVFAVVL,RIVERLANDS-1
Z008VZFA0,RIVERLANDS-2
LVZFA0LOZ0,STORMLANDS-1
LLV8ZL0Z,STORMLANDS-1
LO0004Z0V,CROWNLANDS
ZZVLOFALO0L,IRONISLADS
LZ08908V,HOARE
FA04ZZ9FA4,#N/D
LLOL80LO9L,IRONISLADS
L0Z9V0VZ,DORNE-1
90098LO0Z,#N/D
LLO00ZFA89,#N/D
L9LOZLLOFAZ,HOARE
9ZFA44LO9,HOARE
FA040980FA,#N/D
L8LO9LL98,RIVERLANDS-2
LLO9FAVZLO0,DORNE-1
L9LOZ808L,STORMLANDS-1
L9V84LLOZ,STORMLANDS-2
90LLFAZ09,#N/D
LZ9L9800,HOARE
LO04ZLFA8LO,CROWNLANDS
LLO4LO40FA8,#N/D
L9LLO00V9,IRONISLADS
LFAV908ZLO,IRONISLADS
ZVLOZ9L9V,RIVERLANDS-2
LVZ00008,AEGON
LVLOL0VLOFA,CROWNLANDS
8ZZ4Z0LO,IRONISLADS
ZLOFALOZZLZ,IRONISLADS
Z0FA0V8FA0,RIVERLANDS-2
ZVZM8Z0V,NULL
LVVL0LLOZ,NULL
LO0ZFA8ZFAFA,AEGON
LLO0009V0,REACH
VLZFA094,IRONISLADS
LO04Z0LOZLO,CROWNLANDS
Z04809LOV,DORNE-3
LVLL80,RIVERLANDS-1
LLO80V08V,IRONISLADS
L9V0L0V9,STORMLANDS-2
L94ZLFA4V,NULL
LVFA09V94,#N/D
L0Z9V0VZ,DORNE-1
Z0FA94FAZM,DORNE-3
FA040V8V8,#N/D
LLO4ZLO08FA,DORNE-3
LL0000LFA,DORNE-3
4LLOVLFA0,DORNE-1
V008L084,STARKS
LV8VVFAFAZ,#N/D
LLLOL94FA0,NORTH
Z0L94L09,RIVERLANDS-1
90L09L8L,RIVERLANDS-1
L8088ZML,CROWNLANDS
Z00V9FA,DORNE-3
LZFA9LOL08,CROWNLANDS
LLL0V400,DORNE-1
L94Z04,DORNE-1
LO0ZFAL00FA,DORNE- 2
L9LOFAVLO09,DORNE-3
Z0089ZZ8,RIVERLANDS-1
L90V9Z9V,CROWNLANDS
L480Z8LL,IRONISLADS
LL4V4ZFAZ,#N/D
L840ZFA4FA,DORNE- 2
L9ZLFA0ZZ,#N/D
L9ZMV0,DORNE-3
LVL449VFA,#N/D
9808FA8Z,DORNE-1
L9FAZ0VFAL,STORMLANDS-2
ZVLOFA0V0LO,RIVERLANDS-2
LV900LOLZ,#N/D
900V9LFAL,#N/D
L80048FAV,STORMLANDS-1
LVLOL98LV,RIVERLANDS-2
LZ4LVVLFA,IRONISLADS
L9LFA8V0LO,STORMLANDS-1
L800Z09FA,STORMLANDS-1
L8FAZ8LVZ,HOARE
FA0FAFA900V,#N/D
ZZ4L000L,NULL
LZ4LZLO8L,REACH
V0FA0L0FAV,DORNE-1
V0L0V0Z0,RIVERLANDS-2
L90040,STARKS
900V0004,#N/D
L9FAFAV089,#N/D
L40LO84V8,NORTH
LVFALOV0V0,STORMLANDS-2
9LO40LO88,HOARE
LZ80FAVLOL,STORMLANDS-1
FA0V4048Z,#N/D
V0ZFAL4VFA,REACH
FA0FA9L48V,#N/D
L894FA0V8,DORNE-1
L48LOLFA9L,IRONISLADS
L00LO8LO0V,DORNE-3
8Z4Z9L,IRONISLADS
L4988LVLO,IRONISLADS
L9VFAL9FA0,STORMLANDS-1
L940FALO9FA,DORNE- 2
L8V9004V,HOARE
LFA44V04LO,#N/D
LZ0ZFALO8L,#N/D
FA00VFAV0LO,#N/D
LLO844V4V,DORNE-1
L080VZM8,RIVERLANDS-2
Z0FAZV00L,DORNE-3
8889ZFA0,DORNE-1
LVLL00FA4,IRONISLADS
LZ8LZLOZ4,STORMLANDS-1
LZM9Z0LO0,STORMLANDS-1
LLO9LO8FA00,DORNE-3
L8ZV89LOV,HOARE
9009VFA49,#N/D
V0V0LO088,STORMLANDS-2
LFAFA90080,IRONISLADS
Z0089ZZ8,RIVERLANDS-1
80048V00,STORMLANDS-1
L9094LO0LO,HOARE
LVL4Z0VL,#N/D
LZ4ZL800,NULL
L9V4LL09,HOARE
Z089048V,DORNE-3
LVVZ44LV,NORTH
LFAVZZLL9,STORMLANDS-1
LV4FAFAV,CROWNLANDS
L9444LOVZ,NORTH
L8LLOZL,RIVERLANDS-1
L90FA0LO0V,#N/D
L9VLVV00,DORNE-1
9LO8849FA,DORNE-3
LVVLO0FA80,STORMLANDS-1
L80ZVZ0Z,NULL
9FA08LO4LO,IRONISLADS
Z00LOFALLOZ,RIVERLANDS-1
LZM4LV,NULL
LZ08040FA,RIVERLANDS-1
LLZ9FAVV8,NORTH
FA0ZZFA0ZFA,#N/D
LFALLLO0FA0,DORNE-1
V0LO0ZFA89,STORMLANDS-2
V090Z9,REACH
LFAZZ8VLL,STARKS
804ZML0,IRONISLADS
LFA0FALZZ9,STORMLANDS-1
L80LOVFA,#N/D
Z0L00VZ0,RIVERLANDS-2
Z0VFA04,RIVERLANDS-1
LFA0ZLL04,#N/D
LO0LV0908,CROWNLANDS
V00FALO90FA,DORNE- 2
LO04LO8LO90,CROWNLANDS
LVLO9L0ZM,DORNE- 2
L0FA8Z9Z4,RIVERLANDS-1
L0080FA9L,DORNE-3
LZ0FALLOZZ,IRONISLADS
LO044LO098,AEGON
LFA4L0ZVFA,NORTH
80L48400,NULL
V940VLO4,HOARE
8ZFAZ8,STORMLANDS-1
