ID,ANTIG_UEDÄD,STATUS,MONTO,MEDIO_PAGO,PAQUETE,ID_OFERTA,MAPEO_PR,PROBABILIDAD
LFAV08LOZ8,24 A 47,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,4,0.3542
ZZV4000L,60 Y MAS,ACTIVO,189826.12,GOLD,VIKING ARMOUR,Y79G54,2,0.6306
L900LOZLOFA,07 A 11,ACTIVO,230811.305,BITCOIN,SOIL,Y79G54,N,0.5239
8L0009V,60 Y MAS,ACTIVO,,0,SOIL,90LD2,2,0.291
LZ9Z0LOZFA,24 A 47,ACTIVO,286896.295,TYP2,VIKING ARMOUR,B92375,3,0.8272
L8FA0ZFA0LO,07 A 11,ACTIVO,150998.05,BITCOIN,SPURS,Y79G54,2,0.721
L90FALO094,07 A 11,ACTIVO,245479.687,GOLD,VIKING ARMOUR,JSF89A,N,0.3233
L4FA88Z4Z,24 A 47,ACTIVO,202768.81,0,NAVAL,B92375,1,0.7909
L90VLO9V4,07 A 11,ACTIVO,217868.615,#N/D,SPURS,Y79G54,N,0.3922
L4FAL0LO0V,24 A 47,ACTIVO,159626.51,BITCOIN,SOIL,Y79G54,2,0.589
L4ZFAL8LO4,24 A 47,ACTIVO,159626.51,ETHER,SOIL,Y79G54,2,0.4674
LV8LOFAL88,12 A 23,ACTIVO,99227.29,0,DRAGONS,B92375,1,0.6401
L498Z0,24 A 47,ACTIVO,278267.835,BITCOIN,VIKING ARMOUR,B92375,4,0.4657
LO09LO49V0,60 Y MAS,ACTIVO,289053.41,BITCOIN,VIKING ARMOUR,Y79G54,4,0.4757
Z0L04VVLO,60 Y MAS,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,2,0.1747
LVVVLVFAFA,12 A 23,ACTIVO,133741.13,BITCOIN,VIKING ARMOUR,JSF89A,2,0.3456
LV4ZLOFAFA0,12 A 23,ACTIVO,140212.475,0,DRAGONS,B92375,1,0.9177
L8LO448L0,07 A 11,ACTIVO,150998.05,BITCOIN,SOIL,Y79G54,1,0.1739
LZ9LZLOZLO,24 A 47,ACTIVO,323567.25,GOLD,VIKING ARMOUR,B92375,4,0.0026
ZZ09L8FAL,60 Y MAS,ACTIVO,92324.522,BITCOIN,DRAGONS,JSF89A,2,0.9174
9VZ0LOZZ,60 Y MAS,ACTIVO,207083.04,0,SPURS,Y79G54,4,0.7587
L4LOZ0ZM4,24 A 47,ACTIVO,313644.521,0,VIKING ARMOUR,Y79G54,3,0.4367
Z0FA090FA4,60 Y MAS,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.9429
LLFA4LOFA0LO,48 A 60,ACTIVO,232968.42,BITCOIN,SPURS,Y79G54,2,0.7464
L8LO9LL98,07 A 11,ACTIVO,99227.29,TYP2,DRAGONS,JSF89A,N,0.4821
LZZZ0Z40,24 A 47,ACTIVO,258853.8,BITCOIN,VIKING ARMOUR,Y79G54,2,0.9916
FA0L89488,00 A 06,activo,250225.34,0,VIKING ARMOUR,B92375,N,0.8974
LZ4LL00Z,24 A 47,ACTIVO,310624.56,0,VIKING ARMOUR,B92375,4,0.937
LVFA0LVFA0,12 A 23,ACTIVO,159626.51,0,SOIL,Y79G54,2,0.3535
Z00FALO04FA,60 Y MAS,ACTIVO,237282.65,ETHER,VIKING ARMOUR,B92375,2,0.106
L940LZ8L,07 A 11,ACTIVO,273953.605,GOLD,VIKING ARMOUR,B92375,N,0.932
800LLO0V4,60 Y MAS,ACTIVO,355492.552,0,VIKING ARMOUR,Y79G54,3,0.7788
L0000FAZV,60 Y MAS,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.9082
VFA4LOZFAL,60 Y MAS,ACTIVO,660077.19,BITCOIN,VIKING ARMOUR,90LD2,6,0.7988
FA0ZLOLLO0L,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.9008
L490L8FAFA,24 A 47,ACTIVO,470251.07,#N/D,VIKING ARMOUR,Y79G54,4,0.184
LLOFA0L9L0,24 A 47,ACTIVO,314938.79,0,VIKING ARMOUR,Y79G54,3,0.9503
ZZVZM008,60 Y MAS,ACTIVO,276110.72,BITCOIN,VIKING ARMOUR,Y79G54,4,0.7136
LO0Z9VFA4Z,60 Y MAS,ACTIVO,172569.2,BITCOIN,SPURS,JSF89A,4,0.3763
L9V0FA4L0,00 A 06,ACTIVO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.0157
LZMLO8V0V,12 A 23,ACTIVO,125112.67,USD,VIKING ARMOUR,JSF89A,2,0.2266
LO0ZLFA840,60 Y MAS,ACTIVO,88441.715,0,DRAGONS,90LD2,2,0.25
LV4Z0V44,12 A 23,ACTIVO,319253.02,ETHER,VIKING ARMOUR,Y79G54,2,0.3467
Z000VZFAV,60 Y MAS,ACTIVO,265325.145,0,NAVAL,B92375,4,0.8219
ZZL8L980,60 Y MAS,ACTIVO,125112.67,GOLD,DRAGONS,JSF89A,2,0.7226
LLL0FAV9L,48 A 60,ACTIVO,159626.51,0,SOIL,Y79G54,1,0.2471
L080L400,48 A 60,ACTIVO,465936.84,BITCOIN,VIKING ARMOUR,Y79G54,6,0.967
L9ZLFA0LO0,00 A 06,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.7619
80L49Z,60 Y MAS,ACTIVO,159626.51,0,SOIL,Y79G54,1,0.0512
L8LO4FA008,07 A 11,IMPAGO,150998.05,#N/D,SOIL,Y79G54,1,0.6163
FA0LOVZZVFA,00 A 06,ACTIVO,,#N/D,SOIL,Y79G54,#N/D,0.6336
L4LLOFAZ00,24 A 47,ACTIVO,295524.755,ETHER,NAVAL,B92375,4,0.2992
L9L08ZFAL,00 A 06,ACTIVO,157469.395,TYP2,SPURS,Y79G54,N,0.5156
LV400900,12 A 23,ACTIVO,207083.04,0,SPURS,Y79G54,1,0.5797
LFAVL4Z80,24 A 47,ACTIVO,543592.98,ETHER,VIKING ARMOUR,Y79G54,4,0.3005
900V4ZFA,60 Y MAS,ACTIVO,586735.28,0,VIKING ARMOUR,Y79G54,4,0.8868
Z0LOFAL48V,60 Y MAS,ACTIVO,161783.625,GOLD,DRAGONS,90LD2,2,0.8686
90L48404,24 A 47,activo,,#N/D,SPURS,90LD2,#N/D,0.743
LZZ0LO8Z4,24 A 47,ACTIVO,226497.075,0,SPURS,Y79G54,4,0.231
Z0VZZ089,60 Y MAS,ACTIVO,138486.783,0,SOIL,90LD2,2,0.7471
FA0ZLOV90FA,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.8346
L00409Z4,48 A 60,ACTIVO,198454.58,0,SPURS,Y79G54,3,0.5035
V0089V9L,12 A 23,ACTIVO,125112.67,0,DRAGONS,90LD2,2,0.102
94ZFA0LO,60 Y MAS,ACTIVO,550064.325,ETHER,VIKING ARMOUR,Y79G54,6,0.0231
FA0FA8FA0VZ,00 A 06,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.4118
L0LFAFAFA4LO,48 A 60,ACTIVO,340824.17,GOLD,VIKING ARMOUR,Y79G54,4,0.2466
LZZFA080FA,24 A 47,ACTIVO,318821.597,BITCOIN,DRAGONS,Y79G54,4,0.8199
LZMFALO09L,12 A 23,ACTIVO,595363.74,BITCOIN,VIKING ARMOUR,Y79G54,3,0.7048
ZVLOL8LLL,48 A 60,ACTIVO,245479.687,BITCOIN,VIKING ARMOUR,JSF89A,4,0.3933
FA0LOZ0Z04,00 A 06,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.0459
FA048V9FA0,00 A 06,activo,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.3101
LV0VZM08,12 A 23,ACTIVO,286896.295,ETHER,VIKING ARMOUR,B92375,2,0.4919
ZVLO44FAV0,24 A 47,ACTIVO,101815.828,ETHER,SOIL,90LD2,2,0.7993
Z04VLOZFAZ,60 Y MAS,ACTIVO,319253.02,GOLD,DRAGONS,Y79G54,2,0.0884
L98Z04L0,00 A 06,ACTIVO,181197.66,#N/D,SPURS,Y79G54,N,0.6299
L904ZZL9,00 A 06,IMPAGO,273953.605,0,VIKING ARMOUR,B92375,N,0.2941
80L0ZZ04,60 Y MAS,ACTIVO,135035.399,0,SOIL,90LD2,1,0.8155
9LO00049,60 Y MAS,ACTIVO,655762.96,0,VIKING ARMOUR,Y79G54,3,0.4739
Z00LO4LV0,60 Y MAS,ACTIVO,159626.51,ETHER,SOIL,Y79G54,2,0.6729
LVLL0840,12 A 23,activo,226497.075,GOLD,SPURS,Y79G54,1,0.735
80LZ4FA0LO,60 Y MAS,ACTIVO,234694.112,0,DRAGONS,90LD2,2,0.788
V0LOZL,60 Y MAS,ACTIVO,240734.034,TYP2,DRAGONS,90LD2,4,0.1415
L0LOL00V8,60 Y MAS,ACTIVO,325724.365,0,VIKING ARMOUR,Y79G54,4,0.304
8440FA0V,60 Y MAS,ACTIVO,207083.04,0,VIKING ARMOUR,B92375,2,0.3654
L490FAL40,24 A 47,ACTIVO,207083.04,TYP2,SPURS,Y79G54,3,0.1115
900ZLO0LO9,60 Y MAS,ACTIVO,,#N/D,SPURS,90LD2,#N/D,0.3957
L8ZL0V,07 A 11,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.3753
Z0LZ94LV,60 Y MAS,ACTIVO,125112.67,GOLD,DRAGONS,90LD2,2,0.2366
L8Z48LO9L,07 A 11,ACTIVO,289053.41,#N/D,VIKING ARMOUR,Y79G54,1,0.4972
44LO4FA8,60 Y MAS,ACTIVO,534964.52,BITCOIN,VIKING ARMOUR,Y79G54,4,0.2664
Z0L080LO9,60 Y MAS,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,3,0.5406
L889LV0LO,00 A 06,ACTIVO,181197.66,0,SPURS,Y79G54,N,0.8546
FA0ZLVLL4,00 A 06,activo,,#N/D,SPURS,Y79G54,#N/D,0.127
V0V400LLO,60 Y MAS,ACTIVO,383966.47,0,VIKING ARMOUR,Y79G54,4,0.2487
LFA4VLOL00,24 A 47,ACTIVO,170412.085,GOLD,DRAGONS,B92375,2,0.8045
84ZL9Z0,60 Y MAS,ACTIVO,647134.5,ETHER,VIKING ARMOUR,Y79G54,4,0.0391
L908008Z,00 A 06,ACTIVO,159626.51,#N/D,VIKING ARMOUR,B92375,N,0.3077
Z0LO00FAZLO,60 Y MAS,ACTIVO,267913.683,BITCOIN,VIKING ARMOUR,Y79G54,2,0.0591
VLOFA9V08,60 Y MAS,ACTIVO,388280.7,TYP2,VIKING ARMOUR,Y79G54,6,0.5834
ZZ804LVZ,60 Y MAS,ACTIVO,374906.587,BITCOIN,VIKING ARMOUR,Y79G54,6,0.0169
V0LZ0V4,60 Y MAS,ACTIVO,388280.7,0,VIKING ARMOUR,Y79G54,6,0.1932
Z0FAV9Z,60 Y MAS,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,2,0.7808
LFA0LOLLV4,24 A 47,ACTIVO,444365.69,TYP2,VIKING ARMOUR,Y79G54,3,0.681
9ZFA44LO9,60 Y MAS,ACTIVO,267482.26,BITCOIN,VIKING ARMOUR,B92375,4,0.5538
FA084900Z,00 A 06,activo,,#N/D,SOIL,Y79G54,#N/D,0.3318
L80ZLFA,12 A 23,ACTIVO,258853.8,#N/D,SPURS,Y79G54,2,0.0841
40LOFA08,60 Y MAS,ACTIVO,468093.955,ETHER,VIKING ARMOUR,Y79G54,6,0.8823
L98V90LOL,00 A 06,ACTIVO,189826.12,#N/D,SPURS,Y79G54,N,0.9596
L890LLO0Z,07 A 11,ACTIVO,168254.97,TYP2,SPURS,Y79G54,N,0.8006
LFA0L9V0,60 Y MAS,ACTIVO,,#N/D,DRAGONS,90LD2,#N/D,0.9614
Z0888L4L,60 Y MAS,ACTIVO,103541.52,0,DRAGONS,B92375,2,0.6732
LFAFA94L4V,24 A 47,ACTIVO,196297.465,TYP2,SOIL,Y79G54,2,0.4527
L4LLLO89Z,24 A 47,ACTIVO,196297.465,TYP2,SOIL,Y79G54,2,0.3243
LVV40LO48,12 A 23,ACTIVO,286896.295,BITCOIN,VIKING ARMOUR,B92375,2,0.7238
LFA8LO0LL0,24 A 47,activo,176883.43,ETHER,DRAGONS,B92375,2,0.7207
LO049LOFALO0,60 Y MAS,ACTIVO,275679.297,GOLD,NAVAL,90LD2,4,0.9939
800VVZ4V,60 Y MAS,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,3,0.6729
LLO88ZVL9,12 A 23,activo,,#N/D,SPURS,Y79G54,#N/D,0.1169
LLO8FA4LOZ8,12 A 23,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,1,0.104
8LV4L0Z,60 Y MAS,ACTIVO,122955.555,0,SOIL,90LD2,2,0.532
VLL08LO4,60 Y MAS,ACTIVO,532375.982,BITCOIN,VIKING ARMOUR,Y79G54,4,0.3205
LZ9440L4,24 A 47,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,2,0.5614
L90L0LO88,07 A 11,ACTIVO,187669.005,#N/D,SOIL,Y79G54,N,0.1869
L40FA0L,24 A 47,ACTIVO,258853.8,BITCOIN,VIKING ARMOUR,Y79G54,2,0.1605
LZ900LO04,24 A 47,ACTIVO,207083.04,BITCOIN,SPURS,Y79G54,1,0.9967
L0FA008,48 A 60,ACTIVO,379652.24,TYP2,VIKING ARMOUR,Y79G54,4,0.0076
LLOLLZ9VL,24 A 47,ACTIVO,189826.12,BITCOIN,SPURS,Y79G54,1,0.3423
L0L9Z9FAFA,60 Y MAS,ACTIVO,286896.295,0,VIKING ARMOUR,B92375,3,0.3571
L40ZZZZ9,24 A 47,ACTIVO,396909.16,GOLD,VIKING ARMOUR,Y79G54,4,0.9504
L94LVV94,00 A 06,ACTIVO,181197.66,#N/D,SPURS,Y79G54,N,0.7377
Z0809V4LO,60 Y MAS,ACTIVO,276110.72,BITCOIN,VIKING ARMOUR,Y79G54,4,0.7862
L40FAFAZ0Z,24 A 47,ACTIVO,103541.52,0,DRAGONS,B92375,1,0.241
LLLZZFAVV,48 A 60,ACTIVO,301996.1,BITCOIN,VIKING ARMOUR,B92375,4,0.1337
LLO00LO00L,24 A 47,ACTIVO,437894.345,TYP2,VIKING ARMOUR,Y79G54,4,0.4251
L9VFAZ4V8,00 A 06,ACTIVO,217868.615,#N/D,VIKING ARMOUR,Y79G54,N,0.3173
FA00ZFAFA88,00 A 06,ACTIVO,250225.34,#N/D,VIKING ARMOUR,B92375,N,0.9746
V0LOV4488,24 A 47,ACTIVO,340824.17,BITCOIN,VIKING ARMOUR,Y79G54,4,0.6063
L80ZL9LO0,07 A 11,ACTIVO,273953.605,#N/D,VIKING ARMOUR,B92375,2,0.1284
LZZLO4448,24 A 47,ACTIVO,207083.04,0,SPURS,Y79G54,3,0.5696
FA000LO04Z,00 A 06,activo,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.1795
L408L4V4,24 A 47,ACTIVO,159626.51,0,SOIL,Y79G54,2,0.5448
VFA0FAFAZ4,60 Y MAS,ACTIVO,237282.65,BITCOIN,DRAGONS,Y79G54,2,0.4567
L0LOFA900FA,48 A 60,ACTIVO,465936.84,GOLD,VIKING ARMOUR,Y79G54,6,0.161
LZLOZ80Z9,24 A 47,ACTIVO,207083.04,BITCOIN,SPURS,Y79G54,4,0.9005
Z08404ZLO,60 Y MAS,ACTIVO,138486.783,0,SOIL,90LD2,2,0.0116
LO0LO00VLOV,60 Y MAS,IMPAGO,,#N/D,DRAGONS,90LD2,#N/D,0.4308
800L4LFAL,60 Y MAS,ACTIVO,135035.399,0,SOIL,90LD2,1,0.9059
L88LLOLZ8,07 A 11,ACTIVO,194140.35,#N/D,SOIL,Y79G54,N,0.3032
FA00LOV49L,00 A 06,ACTIVO,250225.34,#N/D,VIKING ARMOUR,B92375,N,0.7433
909FA440,60 Y MAS,ACTIVO,310624.56,ETHER,VIKING ARMOUR,Y79G54,4,0.7276
LZZZLO8LO0,24 A 47,activo,250225.34,GOLD,SOIL,Y79G54,4,0.181
FA0FAFA9FAZ0,00 A 06,ACTIVO,215711.5,0,VIKING ARMOUR,B92375,N,0.6863
90LZ4LZ0,48 A 60,ACTIVO,,#N/D,SPURS,90LD2,#N/D,0.6029
L8498FA08,07 A 11,ACTIVO,135898.245,GOLD,DRAGONS,B92375,2,0.8702
L90940L0,07 A 11,ACTIVO,150998.05,#N/D,SOIL,Y79G54,N,0.402
LFALLOFA98LO,24 A 47,ACTIVO,228654.19,0,NAVAL,B92375,2,0.5603
9ZVZLO,60 Y MAS,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.4122
L9890ZLO8,00 A 06,ACTIVO,189826.12,#N/D,SPURS,Y79G54,N,0.3254
L8098040,12 A 23,ACTIVO,273953.605,0,VIKING ARMOUR,B92375,2,0.3117
FA0FA9L48V,00 A 06,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.0443
L840LOLLLO,12 A 23,IMPAGO,181197.66,#N/D,SPURS,Y79G54,2,0.1392
LZ008494,24 A 47,ACTIVO,196297.465,0,SOIL,Y79G54,2,0.0805
FA0480V09,00 A 06,ACTIVO,,#N/D,SOIL,Y79G54,#N/D,0.493
L8ZMV9,07 A 11,ACTIVO,217868.615,ETHER,SPURS,Y79G54,N,0.9854
V9LOFAZ98,60 Y MAS,ACTIVO,103541.52,GOLD,DRAGONS,B92375,2,0.9965
V809VFAL,60 Y MAS,ACTIVO,767932.94,BITCOIN,VIKING ARMOUR,Y79G54,6,0.1272
800VL498,60 Y MAS,ACTIVO,276542.143,0,VIKING ARMOUR,90LD2,4,0.1504
LZ00LO444,24 A 47,ACTIVO,444365.69,0,VIKING ARMOUR,Y79G54,4,0.6466
L8L48ZV0,12 A 23,ACTIVO,159626.51,ETHER,SPURS,Y79G54,2,0.1392
L408LO800,24 A 47,ACTIVO,196297.465,0,SOIL,Y79G54,1,0.2533
FA0L00FA8L,00 A 06,ACTIVO,172569.2,0,SPURS,JSF89A,N,0.7702
8V9FA00Z,60 Y MAS,ACTIVO,240734.034,GOLD,DRAGONS,90LD2,4,0.8206
84LO00L0,60 Y MAS,ACTIVO,128132.631,0,DRAGONS,90LD2,2,0.8379
V8ZLO9,60 Y MAS,ACTIVO,250225.34,TYP2,VIKING ARMOUR,B92375,4,0.4218
900L4LO00,24 A 47,ACTIVO,,#N/D,SPURS,90LD2,#N/D,0.314
LFA8LO940V,24 A 47,ACTIVO,340824.17,BITCOIN,VIKING ARMOUR,Y79G54,4,0.5173
LZ8V0Z04,24 A 47,ACTIVO,181197.66,0,VIKING ARMOUR,B92375,2,0.5347
FA0Z90FA89,00 A 06,ACTIVO,,#N/D,SOIL,Y79G54,#N/D,0.0262
L9L409ZM,00 A 06,ACTIVO,258853.8,BITCOIN,SPURS,Y79G54,N,0.6089
LZ0ZL49L,24 A 47,ACTIVO,125112.67,0,VIKING ARMOUR,JSF89A,2,0.0729
80804ZFA,60 Y MAS,ACTIVO,396909.16,GOLD,VIKING ARMOUR,Y79G54,4,0.3579
LZLO0498LO,24 A 47,ACTIVO,250225.34,TYP2,VIKING ARMOUR,B92375,4,0.6707
LLOV880V0,12 A 23,ACTIVO,140212.475,TYP2,VIKING ARMOUR,B92375,2,0.2474
FA000LV9L,00 A 06,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,N,0.5749
Z0ZFAV0FAZ,60 Y MAS,ACTIVO,319253.02,TYP2,VIKING ARMOUR,Y79G54,4,0.4035
L80L8V,07 A 11,ACTIVO,347295.515,ETHER,VIKING ARMOUR,Y79G54,4,0.5987
L8FA8LO9LOL,12 A 23,ACTIVO,273953.605,0,VIKING ARMOUR,B92375,2,0.6048
L80LLOZFA9,12 A 23,ACTIVO,194140.35,BITCOIN,VIKING ARMOUR,B92375,2,0.2456
LZ048V0Z,24 A 47,ACTIVO,319253.02,BITCOIN,VIKING ARMOUR,Y79G54,4,0.3051
FA0LO94FA4Z,00 A 06,ACTIVO,,#N/D,SOIL,Y79G54,#N/D,0.6791
LV08V0Z0,12 A 23,activo,286896.295,0,VIKING ARMOUR,B92375,1,0.6038
V0098V09,60 Y MAS,ACTIVO,232968.42,0,#N/D,#N/D,2,0.2254
VLOVL904,60 Y MAS,ACTIVO,281719.219,BITCOIN,VIKING ARMOUR,Y79G54,4,0.6184
L8V0440Z,00 A 06,ACTIVO,245911.11,BITCOIN,VIKING ARMOUR,Y79G54,N,0.5038
LLLLLOL00,48 A 60,ACTIVO,159626.51,TYP2,SOIL,Y79G54,2,0.5894
LO0LO408LO0,60 Y MAS,ACTIVO,126838.362,0,DRAGONS,90LD2,2,0.6044
800FA00LO8,60 Y MAS,ACTIVO,203200.233,TYP2,DRAGONS,90LD2,2,0.0903
LFA4FA9LOZFA,24 A 47,ACTIVO,237282.65,ETHER,VIKING ARMOUR,B92375,2,0.6833
LLZ8Z09FA,24 A 47,ACTIVO,588892.395,USD,VIKING ARMOUR,Y79G54,6,0.735
LO0LO40FA0V,12 A 23,ACTIVO,239871.188,0,VIKING ARMOUR,90LD2,4,0.0468
FA0LO800Z0,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.6233
L800ZM4L,07 A 11,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,2,0.3747
L9L8900V,07 A 11,ACTIVO,157469.395,GOLD,SPURS,Y79G54,N,0.8598
ZZ00L0LL,60 Y MAS,ACTIVO,236851.227,0,DRAGONS,90LD2,4,0.6206
LFA84Z484,24 A 47,ACTIVO,267482.26,BITCOIN,VIKING ARMOUR,B92375,2,0.5347
LL080FALOZ,48 A 60,ACTIVO,327881.48,BITCOIN,VIKING ARMOUR,Y79G54,4,0.474
ZZZ0948V,60 Y MAS,ACTIVO,323567.25,0,SPURS,Y79G54,3,0.9673
Z0Z94Z0Z,60 Y MAS,ACTIVO,241596.88,GOLD,SPURS,Y79G54,6,0.5302
LLO4ZLO0V4,12 A 23,ACTIVO,487507.99,0,VIKING ARMOUR,Y79G54,4,0.7023
V98Z094,60 Y MAS,ACTIVO,301996.1,0,VIKING ARMOUR,B92375,3,0.2569
L0L8FA0V4,48 A 60,ACTIVO,265325.145,BITCOIN,NAVAL,B92375,3,0.7275
V009VZ8,60 Y MAS,ACTIVO,353766.86,BITCOIN,VIKING ARMOUR,Y79G54,4,0.0774
LLO0V94FAFA,12 A 23,ACTIVO,314938.79,BITCOIN,VIKING ARMOUR,Y79G54,4,0.8275
V0LO9LLOV0,60 Y MAS,ACTIVO,241596.88,GOLD,DRAGONS,Y79G54,2,0.6486
L9FA8ZLV8,00 A 06,ACTIVO,267482.26,BITCOIN,VIKING ARMOUR,B92375,N,0.1548
LO0LOV409Z,60 Y MAS,ACTIVO,132446.861,0,DRAGONS,90LD2,2,0.4694
FA040VLOFA4,00 A 06,ACTIVO,,#N/D,SOIL,Y79G54,#N/D,0.6043
FA00V4VL9,00 A 06,ACTIVO,250225.34,#N/D,VIKING ARMOUR,B92375,N,0.0904
900VV4,60 Y MAS,ACTIVO,,#N/D,SPURS,90LD2,#N/D,0.5277
L9LO9Z00Z,00 A 06,ACTIVO,230811.305,#N/D,SOIL,Y79G54,N,0.1741
V00L0V44,48 A 60,ACTIVO,181197.66,0,NAVAL,90LD2,2,0.7805
Z009VV0V,60 Y MAS,ACTIVO,323567.25,GOLD,VIKING ARMOUR,B92375,4,0.2477
LLOV4LO880,12 A 23,ACTIVO,99227.29,0,DRAGONS,JSF89A,2,0.9358
Z04V90V0,60 Y MAS,ACTIVO,189826.12,GOLD,DRAGONS,Y79G54,2,0.6295
LVZ0FA80L,12 A 23,ACTIVO,327881.48,BITCOIN,VIKING ARMOUR,Y79G54,3,0.9052
L00ZFA00LO,60 Y MAS,ACTIVO,198454.58,0,SPURS,Y79G54,4,0.9225
ZZLOLFA90FA,60 Y MAS,ACTIVO,295093.332,BITCOIN,VIKING ARMOUR,JSF89A,4,0.2004
80L4L0Z,60 Y MAS,ACTIVO,312781.675,USD,VIKING ARMOUR,Y79G54,4,0.8024
L40LOLVVZ,24 A 47,ACTIVO,196297.465,0,SOIL,Y79G54,1,0.2567
LO04809VFA,60 Y MAS,ACTIVO,470251.07,BITCOIN,VIKING ARMOUR,Y79G54,4,0.8908
L0VVFAVZ9,60 Y MAS,ACTIVO,444365.69,ETHER,VIKING ARMOUR,Y79G54,6,0.4982
L94LLOL0FA,00 A 06,ACTIVO,150998.05,BITCOIN,SOIL,Y79G54,N,0.8707
L80FA90ZM,12 A 23,BAJA,327881.48,USD,VIKING ARMOUR,Y79G54,2,0.2472
8004VVLOFA,60 Y MAS,ACTIVO,299838.985,TYP2,NAVAL,90LD2,4,0.5815
FA009ZZ08,00 A 06,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.4502
Z08V488LO,60 Y MAS,ACTIVO,153155.165,GOLD,DRAGONS,90LD2,2,0.0523
FA00LOV0VFA,00 A 06,ACTIVO,125112.67,0,SPURS,Y79G54,N,0.196
L8ZLO9LOV9,07 A 11,ACTIVO,181197.66,BITCOIN,SPURS,Y79G54,2,0.7041
8L4FALOFA0,60 Y MAS,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,2,0.94
LO049004FA,24 A 47,ACTIVO,135898.245,0,DRAGONS,90LD2,2,0.0545
LFAFA89LZ0,24 A 47,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,3,0.6948
L9ZFAV40LO,00 A 06,IMPAGO,,#N/D,#N/D,#N/D,#N/D,0.8202
L04FA44V0,48 A 60,ACTIVO,310624.56,GOLD,VIKING ARMOUR,B92375,4,0.4498
LV8LVV,12 A 23,ACTIVO,245911.11,0,SOIL,Y79G54,2,0.0654
FA0LLO9LOFA9,00 A 06,activo,125112.67,0,SPURS,Y79G54,N,0.8836
LFAZLO0V,24 A 47,ACTIVO,319253.02,0,VIKING ARMOUR,Y79G54,4,0.8479
L9ZV04V0,00 A 06,ACTIVO,150998.05,#N/D,SOIL,Y79G54,N,0.4659
800FAVL00,60 Y MAS,ACTIVO,343412.708,0,DRAGONS,90LD2,4,0.1737
LLO00LO8FALO,24 A 47,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,2,0.9851
ZVZ44FALOV,48 A 60,ACTIVO,128995.477,GOLD,DRAGONS,90LD2,2,0.0259
LV4FA84,12 A 23,ACTIVO,276110.72,BITCOIN,VIKING ARMOUR,Y79G54,2,0.3254
8FALOFAZFA0,60 Y MAS,ACTIVO,258853.8,BITCOIN,DRAGONS,Y79G54,4,0.8417
LV89FALO89,12 A 23,ACTIVO,237282.65,BITCOIN,VIKING ARMOUR,B92375,2,0.6296
FA0V4048Z,00 A 06,ACTIVO,,#N/D,SOIL,Y79G54,#N/D,0.8795
LZ089ZV0,24 A 47,ACTIVO,278267.835,0,VIKING ARMOUR,B92375,3,0.3033
L0490LO0FA,48 A 60,ACTIVO,196297.465,0,SOIL,Y79G54,2,0.5321
LZ0LO4V48,24 A 47,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.9008
ZL4V80,60 Y MAS,ACTIVO,281287.796,BITCOIN,DRAGONS,90LD2,2,0.8986
L4Z0LOLLO0,24 A 47,ACTIVO,351609.745,0,VIKING ARMOUR,Y79G54,6,0.5844
FA00LLOFAZ4,00 A 06,activo,,#N/D,SOIL,Y79G54,#N/D,0.4655
L9LOFAFAFAZ0,00 A 06,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.4836
L4Z48L9Z,24 A 47,ACTIVO,207083.04,GOLD,SPURS,Y79G54,3,0.8854
V09LFALO49,60 Y MAS,ACTIVO,216142.923,0,NAVAL,90LD2,2,0.1139
FA00V9VFAZ,00 A 06,ACTIVO,159626.51,#N/D,SOIL,Y79G54,N,0.1825
LZ0LOLLO9Z,24 A 47,ACTIVO,228654.19,BITCOIN,NAVAL,B92375,1,0.0449
